blockname,trial_split,spout,solution,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_19_abb12,0,spout01,sucrose00,25,12.5,12.5,3.5355339059327378
2022_05_19_abb12,0,spout02,sucrose05,9,4.5,4.5,6.363961030678928
2022_05_19_abb12,0,spout03,sucrose10,24,12,12,7.0710678118654755
2022_05_19_abb12,0,spout04,sucrose20,0,0,0,0
2022_05_19_abb12,0,spout05,sucrose30,14,7,7,2.8284271247461903
2022_05_19_abb12,10,spout01,sucrose00,39,19.5,19.5,0.7071067811865476
2022_05_19_abb12,10,spout02,sucrose05,18,9,9,2.8284271247461903
2022_05_19_abb12,10,spout03,sucrose10,32,16,16,1.4142135623730951
2022_05_19_abb12,10,spout04,sucrose20,37,18.5,18.5,2.1213203435596424
2022_05_19_abb12,10,spout05,sucrose30,25,12.5,12.5,3.5355339059327378
2022_05_19_abb12,20,spout01,sucrose00,39,19.5,19.5,0.7071067811865476
2022_05_19_abb12,20,spout02,sucrose05,26,13,13,4.242640687119285
2022_05_19_abb12,20,spout03,sucrose10,35,17.5,17.5,0.7071067811865476
2022_05_19_abb12,20,spout04,sucrose20,29,14.5,14.5,0.7071067811865476
2022_05_19_abb12,20,spout05,sucrose30,36,18,18,1.4142135623730951
2022_05_19_abb12,30,spout01,sucrose00,41,20.5,20.5,0.7071067811865476
2022_05_19_abb12,30,spout02,sucrose05,13,6.5,6.5,6.363961030678928
2022_05_19_abb12,30,spout03,sucrose10,42,21,21,1.4142135623730951
2022_05_19_abb12,30,spout04,sucrose20,33,16.5,16.5,2.1213203435596424
2022_05_19_abb12,30,spout05,sucrose30,36,18,18,1.4142135623730951
2022_05_19_abb12,40,spout01,sucrose00,42,21,21,0
2022_05_19_abb12,40,spout02,sucrose05,24,12,12,0
2022_05_19_abb12,40,spout03,sucrose10,38,19,19,2.8284271247461903
2022_05_19_abb12,40,spout04,sucrose20,39,19.5,19.5,0.7071067811865476
2022_05_19_abb12,40,spout05,sucrose30,39,19.5,19.5,0.7071067811865476
2022_05_19_abb12,50,spout01,sucrose00,42,21,21,0
2022_05_19_abb12,50,spout02,sucrose05,13,6.5,6.5,7.7781745930520225
2022_05_19_abb12,50,spout03,sucrose10,38,19,19,2.8284271247461903
2022_05_19_abb12,50,spout04,sucrose20,20,10,10,9.899494936611665
2022_05_19_abb12,50,spout05,sucrose30,37,18.5,18.5,2.1213203435596424
2022_05_19_abb12,60,spout01,sucrose00,39,19.5,19.5,0.7071067811865476
2022_05_19_abb12,60,spout02,sucrose05,32,16,16,0
2022_05_19_abb12,60,spout03,sucrose10,33,16.5,16.5,0.7071067811865476
2022_05_19_abb12,60,spout04,sucrose20,33,16.5,16.5,6.363961030678928
2022_05_19_abb12,60,spout05,sucrose30,19,9.5,9.5,12.020815280171307
2022_05_19_abb12,70,spout01,sucrose00,38,19,19,0
2022_05_19_abb12,70,spout02,sucrose05,24,12,12,1.4142135623730951
2022_05_19_abb12,70,spout03,sucrose10,34,17,17,0
2022_05_19_abb12,70,spout04,sucrose20,39,19.5,19.5,0.7071067811865476
2022_05_19_abb12,70,spout05,sucrose30,39,19.5,19.5,3.5355339059327378
2022_05_19_abb12,80,spout01,sucrose00,35,17.5,17.5,2.1213203435596424
2022_05_19_abb12,80,spout02,sucrose05,24,12,12,0
2022_05_19_abb12,80,spout03,sucrose10,26,13,13,2.8284271247461903
2022_05_19_abb12,80,spout04,sucrose20,37,18.5,18.5,2.1213203435596424
2022_05_19_abb12,80,spout05,sucrose30,38,19,19,0
2022_05_19_abb12,90,spout01,sucrose00,36,18,18,1.4142135623730951
2022_05_19_abb12,90,spout02,sucrose05,24,12,12,4.242640687119285
2022_05_19_abb12,90,spout03,sucrose10,29,14.5,14.5,2.1213203435596424
2022_05_19_abb12,90,spout04,sucrose20,37,18.5,18.5,2.1213203435596424
2022_05_19_abb12,90,spout05,sucrose30,27,13.5,13.5,3.5355339059327378
