blockname,trial_split,spout,solution,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_30_abb11,0,spout01,sucrose05,46,23,23,0
2022_05_30_abb11,0,spout02,sucrose20,47,23.5,23.5,0.7071067811865476
2022_05_30_abb11,0,spout03,sucrose00,48,24,24,0
2022_05_30_abb11,0,spout04,sucrose30,43,21.5,21.5,0.7071067811865476
2022_05_30_abb11,0,spout05,sucrose10,48,24,24,0
2022_05_30_abb11,10,spout01,sucrose05,47,23.5,23.5,0.7071067811865476
2022_05_30_abb11,10,spout02,sucrose20,47,23.5,23.5,0.7071067811865476
2022_05_30_abb11,10,spout03,sucrose00,45,22.5,22.5,2.1213203435596424
2022_05_30_abb11,10,spout04,sucrose30,48,24,24,0
2022_05_30_abb11,10,spout05,sucrose10,48,24,24,0
2022_05_30_abb11,20,spout01,sucrose05,45,22.5,22.5,0.7071067811865476
2022_05_30_abb11,20,spout02,sucrose20,46,23,23,0
2022_05_30_abb11,20,spout03,sucrose00,38,19,19,0
2022_05_30_abb11,20,spout04,sucrose30,48,24,24,0
2022_05_30_abb11,20,spout05,sucrose10,48,24,24,0
2022_05_30_abb11,30,spout01,sucrose05,37,18.5,18.5,0.7071067811865476
2022_05_30_abb11,30,spout02,sucrose20,49,24.5,24.5,0.7071067811865476
2022_05_30_abb11,30,spout03,sucrose00,23,11.5,11.5,10.606601717798213
2022_05_30_abb11,30,spout04,sucrose30,49,24.5,24.5,0.7071067811865476
2022_05_30_abb11,30,spout05,sucrose10,49,24.5,24.5,0.7071067811865476
2022_05_30_abb11,40,spout01,sucrose05,45,22.5,22.5,2.1213203435596424
2022_05_30_abb11,40,spout02,sucrose20,44,22,22,0
2022_05_30_abb11,40,spout03,sucrose00,26,13,13,1.4142135623730951
2022_05_30_abb11,40,spout04,sucrose30,50,25,25,0
2022_05_30_abb11,40,spout05,sucrose10,48,24,24,0
2022_05_30_abb11,50,spout01,sucrose05,32,16,16,1.4142135623730951
2022_05_30_abb11,50,spout02,sucrose20,45,22.5,22.5,0.7071067811865476
2022_05_30_abb11,50,spout03,sucrose00,19,9.5,9.5,7.7781745930520225
2022_05_30_abb11,50,spout04,sucrose30,48,24,24,1.4142135623730951
2022_05_30_abb11,50,spout05,sucrose10,47,23.5,23.5,2.1213203435596424
2022_05_30_abb11,60,spout01,sucrose05,11,5.5,5.5,7.7781745930520225
2022_05_30_abb11,60,spout02,sucrose20,41,20.5,20.5,0.7071067811865476
2022_05_30_abb11,60,spout03,sucrose00,15,7.5,7.5,6.363961030678928
2022_05_30_abb11,60,spout04,sucrose30,49,24.5,24.5,0.7071067811865476
2022_05_30_abb11,60,spout05,sucrose10,46,23,23,2.8284271247461903
2022_05_30_abb11,70,spout01,sucrose05,0,0,0,0
2022_05_30_abb11,70,spout02,sucrose20,30,15,15,1.4142135623730951
2022_05_30_abb11,70,spout03,sucrose00,8,4,4,1.4142135623730951
2022_05_30_abb11,70,spout04,sucrose30,18,9,9,12.727922061357855
2022_05_30_abb11,70,spout05,sucrose10,45,22.5,22.5,3.5355339059327378
2022_05_30_abb11,80,spout01,sucrose05,2,1,1,1.4142135623730951
2022_05_30_abb11,80,spout02,sucrose20,17,8.5,8.5,12.020815280171307
2022_05_30_abb11,80,spout03,sucrose00,7,3.5,3.5,0.7071067811865476
2022_05_30_abb11,80,spout04,sucrose30,45,22.5,22.5,3.5355339059327378
2022_05_30_abb11,80,spout05,sucrose10,13,6.5,6.5,3.5355339059327378
2022_05_30_abb11,90,spout01,sucrose05,0,0,0,0
2022_05_30_abb11,90,spout02,sucrose20,0,0,0,0
2022_05_30_abb11,90,spout03,sucrose00,7,3.5,3.5,4.949747468305833
2022_05_30_abb11,90,spout04,sucrose30,18,9,9,12.727922061357855
2022_05_30_abb11,90,spout05,sucrose10,41,20.5,20.5,2.1213203435596424
