blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_19_abb07,0,137,13.7,16,6.9610024820822725
2022_05_19_abb07,10,126,12.6,14,6.801960501698511
2022_05_19_abb07,20,99,9.9,10,6.384877968032487
2022_05_19_abb07,30,84,8.4,7,6.518350166176169
2022_05_19_abb07,40,123,12.3,12.5,6.976946164173676
2022_05_19_abb07,50,107,10.7,10,7.0561242115547325
2022_05_19_abb07,60,47,4.7,4,5.143496432929215
2022_05_19_abb07,70,53,5.3,3.5,4.715223571935199
2022_05_19_abb07,80,38,3.8,2.5,4.237399621885521
2022_05_19_abb07,90,21,2.1,1.5,2.0248456731316584
