blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_04_19_abb01,0,102,10.2,10.5,6.460134157533676
2022_04_19_abb01,10,77,7.7,7,5.945119380167604
2022_04_19_abb01,20,79,7.9,8.5,6.100091074001363
2022_04_19_abb01,30,64,6.4,5,5.146735750831676
2022_04_19_abb01,40,72,7.2,5.5,5.633234713140696
2022_04_19_abb01,50,60,6,4,4.853406592853679
2022_04_19_abb01,60,32,3.2,2.5,4.077035960378842
2022_04_19_abb01,70,49,4.9,3.5,4.605552204797066
2022_04_19_abb01,80,45,4.5,2.5,4.527692569068709
2022_04_19_abb01,90,39,3.9,3,4.254409477236529
