blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_03_abb03,0,128,12.8,14.5,7.5099933422074345
2022_05_03_abb03,10,101,10.1,3.5,8.987027688099479
2022_05_03_abb03,20,75,7.5,4,7.6194196337749736
2022_05_03_abb03,30,96,9.6,4.5,9.240009620004612
2022_05_03_abb03,40,63,6.3,3,7.732327520797919
2022_05_03_abb03,50,71,7.1,5,6.854844191437825
2022_05_03_abb03,60,47,4.7,2.5,6.515792780280505
2022_05_03_abb03,70,43,4.3,0.5,6.447221623821123
2022_05_03_abb03,80,36,3.6,0,6.4670103001481465
2022_05_03_abb03,90,16,1.6,0,3.6575644598253874
