blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_04_20_abb01,0,119,11.9,13.5,6.402256546631733
2022_04_20_abb01,10,87,8.7,6.5,6.549809157525126
2022_04_20_abb01,20,85,8.5,6,5.6421036266035856
2022_04_20_abb01,30,81,8.1,7,5.546770832355224
2022_04_20_abb01,40,62,6.2,5.5,5.28730134903956
2022_04_20_abb01,50,64,6.4,4.5,5.232377832092955
2022_04_20_abb01,60,40,4,2,4.618802153517006
2022_04_20_abb01,70,27,2.7,1,4.029061098237818
2022_04_20_abb01,80,40,4,2.5,4.496912521077347
2022_04_20_abb01,90,22,2.2,0,3.794733192202055
