blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_05_abb03,0,186,18.6,21,5.399588461684423
2022_05_05_abb03,10,138,13.8,16.5,6.425643072011462
2022_05_05_abb03,20,124,12.4,13,6.552353266829661
2022_05_05_abb03,30,77,7.7,5.5,5.250396810400778
2022_05_05_abb03,40,89,8.9,6.5,6.556591255285698
2022_05_05_abb03,50,43,4.3,4,4.571651780264984
2022_05_05_abb03,60,40,4,2,4.666666666666667
2022_05_05_abb03,70,28,2.8,0,4.802776974487434
2022_05_05_abb03,80,44,4.4,3,5.92921205182911
2022_05_05_abb03,90,34,3.4,1.5,4.4522154285504
