blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_19_abb12,0,72,7.2,8,6.0699624747146865
2022_05_19_abb12,10,151,15.1,16,4.458450154232722
2022_05_19_abb12,20,165,16.5,17,2.9533408577782247
2022_05_19_abb12,30,165,16.5,18.5,6.023103666530884
2022_05_19_abb12,40,182,18.2,19.5,3.4896672875473067
2022_05_19_abb12,50,150,15,17,7.408703590297622
2022_05_19_abb12,60,156,15.6,16.5,5.719362823873924
2022_05_19_abb12,70,174,17.4,18,3.272783388968954
2022_05_19_abb12,80,160,16,16.5,3.366501646120693
2022_05_19_abb12,90,153,15.3,16,3.4334951418181574
