blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_04_abb05,0,157,15.7,19,6.532823109328598
2022_05_04_abb05,10,124,12.4,13,7.0898989179442236
2022_05_04_abb05,20,82,8.2,5.5,5.00666222813829
2022_05_04_abb05,30,90,9,10.5,4.876246279442598
2022_05_04_abb05,40,69,6.9,6.5,3.8427420765212266
2022_05_04_abb05,50,52,5.2,3,4.661902329879224
2022_05_04_abb05,60,32,3.2,2,3.7058512292499457
2022_05_04_abb05,70,61,6.1,4,5.40473043833928
2022_05_04_abb05,80,51,5.1,5,3.5418137224371984
2022_05_04_abb05,90,37,3.7,2.5,4.083843505544474
