blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_10_abb03,0,94,9.4,5.5,8.235424835563872
2022_05_10_abb03,10,118,11.8,12,8.638415492567038
2022_05_10_abb03,20,102,10.2,7.5,7.997221739801614
2022_05_10_abb03,30,98,9.8,9.5,8.508818954473059
2022_05_10_abb03,40,81,8.1,2,8.491171886141512
2022_05_10_abb03,50,87,8.7,5.5,7.7035345423022825
2022_05_10_abb03,60,72,7.2,2.5,8.52186729667989
2022_05_10_abb03,70,70,7,2.5,8.353309390761112
2022_05_10_abb03,80,72,7.2,1,8.403702887550358
2022_05_10_abb03,90,72,7.2,3.5,7.814516406449389
