blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_06_14_abb10,0,111,11.1,6,10.566719242771407
2022_06_14_abb10,10,108,10.8,4.5,11.438725647747848
2022_06_14_abb10,20,148,14.8,20,10.239357618739783
2022_06_14_abb10,30,114,11.4,6.5,10.09069978852915
2022_06_14_abb10,40,93,9.3,3.5,9.54579604968712
2022_06_14_abb10,50,118,11.8,12,10.206751578135806
2022_06_14_abb10,60,86,8.6,2,9.617114374327098
2022_06_14_abb10,70,93,9.3,3,10.263744172788234
2022_06_14_abb10,80,88,8.8,6,8.310635755865292
2022_06_14_abb10,90,80,8,4.5,8.232726023485645
