blockname,trial_start_ts,trial_num,spout,trial_num_tastant,lick_count,lick_ts_first,lick_ts_last,lick_ili_mean,trial_lick,experiment,cohort,date,solution,solution_type,solution_value
2022_04_27_abb04,12238,1,spout04,1,23,176,2989,127.86363636363636,1,abb,1,4/27/2022,sucrose10,sucrose,10
2022_04_27_abb04,23425,2,spout02,1,20,187,2951,145.47368421052633,1,abb,1,4/27/2022,sucrose30,sucrose,30
2022_04_27_abb04,38538,3,spout03,1,5,156,1103,236.75,1,abb,1,4/27/2022,sucrose05,sucrose,5
2022_04_27_abb04,51357,4,spout01,1,18,224,2918,158.47058823529412,1,abb,1,4/27/2022,sucrose20,sucrose,20
2022_04_27_abb04,65521,5,spout04,2,6,239,949,142,1,abb,1,4/27/2022,sucrose10,sucrose,10
2022_04_27_abb04,77104,6,spout02,2,21,161,2878,135.85,1,abb,1,4/27/2022,sucrose30,sucrose,30
2022_04_27_abb04,89260,7,spout05,1,4,200,599,133,1,abb,1,4/27/2022,sucrose00,sucrose,0
2022_04_27_abb04,104094,8,spout01,2,21,169,2944,138.75,1,abb,1,4/27/2022,sucrose20,sucrose,20
2022_04_27_abb04,116458,9,spout03,2,3,201,599,199,1,abb,1,4/27/2022,sucrose05,sucrose,5
2022_04_27_abb04,131129,10,spout05,2,4,215,594,126.33333333333333,1,abb,1,4/27/2022,sucrose00,sucrose,0
2022_04_27_abb04,143687,11,spout05,3,5,211,1058,211.75,1,abb,1,4/27/2022,sucrose00,sucrose,0
2022_04_27_abb04,157723,12,spout03,3,7,173,1460,214.5,1,abb,1,4/27/2022,sucrose05,sucrose,5
2022_04_27_abb04,170331,13,spout04,3,14,240,2853,201,1,abb,1,4/27/2022,sucrose10,sucrose,10
2022_04_27_abb04,181854,14,spout01,3,17,211,2965,172.125,1,abb,1,4/27/2022,sucrose20,sucrose,20
2022_04_27_abb04,195331,15,spout03,4,3,370,628,129,1,abb,1,4/27/2022,sucrose05,sucrose,5
2022_04_27_abb04,207470,16,spout02,3,17,523,2934,150.6875,1,abb,1,4/27/2022,sucrose30,sucrose,30
2022_04_27_abb04,222111,17,spout02,4,17,277,2865,161.75,1,abb,1,4/27/2022,sucrose30,sucrose,30
2022_04_27_abb04,237556,18,spout05,4,4,259,812,184.33333333333334,1,abb,1,4/27/2022,sucrose00,sucrose,0
2022_04_27_abb04,249714,19,spout01,4,18,353,2949,152.7058823529412,1,abb,1,4/27/2022,sucrose20,sucrose,20
2022_04_27_abb04,263560,20,spout04,4,3,166,452,143,1,abb,1,4/27/2022,sucrose10,sucrose,10
2022_04_27_abb04,276955,21,spout04,5,1,279,279,NA,1,abb,1,4/27/2022,sucrose10,sucrose,10
2022_04_27_abb04,291495,22,spout05,5,3,250,589,169.5,1,abb,1,4/27/2022,sucrose00,sucrose,0
2022_04_27_abb04,303216,23,spout05,6,4,309,700,130.33333333333334,1,abb,1,4/27/2022,sucrose00,sucrose,0
2022_04_27_abb04,315613,24,spout01,5,18,361,2843,146,1,abb,1,4/27/2022,sucrose20,sucrose,20
2022_04_27_abb04,327204,25,spout03,5,2,166,514,348,1,abb,1,4/27/2022,sucrose05,sucrose,5
2022_04_27_abb04,341610,26,spout04,6,0,NA,NA,NA,0,abb,1,4/27/2022,sucrose10,sucrose,10
2022_04_27_abb04,355343,27,spout03,6,2,311,431,120,1,abb,1,4/27/2022,sucrose05,sucrose,5
2022_04_27_abb04,369894,28,spout01,6,9,333,2712,297.375,1,abb,1,4/27/2022,sucrose20,sucrose,20
2022_04_27_abb04,382578,29,spout02,5,18,434,2951,148.05882352941177,1,abb,1,4/27/2022,sucrose30,sucrose,30
2022_04_27_abb04,395281,30,spout02,6,15,354,2855,178.64285714285714,1,abb,1,4/27/2022,sucrose30,sucrose,30
2022_04_27_abb04,408814,31,spout01,7,3,278,710,216,1,abb,1,4/27/2022,sucrose20,sucrose,20
2022_04_27_abb04,422788,32,spout02,7,17,307,2764,153.5625,1,abb,1,4/27/2022,sucrose30,sucrose,30
2022_04_27_abb04,435885,33,spout04,7,0,NA,NA,NA,0,abb,1,4/27/2022,sucrose10,sucrose,10
2022_04_27_abb04,450823,34,spout05,7,0,NA,NA,NA,0,abb,1,4/27/2022,sucrose00,sucrose,0
2022_04_27_abb04,461970,35,spout03,7,0,NA,NA,NA,0,abb,1,4/27/2022,sucrose05,sucrose,5
2022_04_27_abb04,477818,36,spout03,8,2,319,439,120,1,abb,1,4/27/2022,sucrose05,sucrose,5
2022_04_27_abb04,489426,37,spout01,8,9,1136,2774,204.75,1,abb,1,4/27/2022,sucrose20,sucrose,20
2022_04_27_abb04,504876,38,spout05,8,3,269,628,179.5,1,abb,1,4/27/2022,sucrose00,sucrose,0
2022_04_27_abb04,517952,39,spout02,8,19,480,2911,135.05555555555554,1,abb,1,4/27/2022,sucrose30,sucrose,30
2022_04_27_abb04,531040,40,spout04,8,0,NA,NA,NA,0,abb,1,4/27/2022,sucrose10,sucrose,10
2022_04_27_abb04,545489,41,spout03,9,0,NA,NA,NA,0,abb,1,4/27/2022,sucrose05,sucrose,5
2022_04_27_abb04,559515,42,spout02,9,13,450,2996,212.16666666666666,1,abb,1,4/27/2022,sucrose30,sucrose,30
2022_04_27_abb04,573566,43,spout04,9,0,NA,NA,NA,0,abb,1,4/27/2022,sucrose10,sucrose,10
2022_04_27_abb04,587468,44,spout05,9,3,287,2895,1304,1,abb,1,4/27/2022,sucrose00,sucrose,0
2022_04_27_abb04,600504,45,spout05,10,1,302,302,NA,1,abb,1,4/27/2022,sucrose00,sucrose,0
2022_04_27_abb04,615777,46,spout01,9,15,319,2982,190.21428571428572,1,abb,1,4/27/2022,sucrose20,sucrose,20
2022_04_27_abb04,631451,47,spout01,10,9,306,2134,228.5,1,abb,1,4/27/2022,sucrose20,sucrose,20
2022_04_27_abb04,646144,48,spout04,10,0,NA,NA,NA,0,abb,1,4/27/2022,sucrose10,sucrose,10
2022_04_27_abb04,660994,49,spout03,10,2,378,494,116,1,abb,1,4/27/2022,sucrose05,sucrose,5
2022_04_27_abb04,676649,50,spout02,10,14,542,2888,180.46153846153845,1,abb,1,4/27/2022,sucrose30,sucrose,30
2022_04_27_abb04,692279,51,spout01,11,3,303,878,287.5,1,abb,1,4/27/2022,sucrose20,sucrose,20
2022_04_27_abb04,703752,52,spout03,11,0,NA,NA,NA,0,abb,1,4/27/2022,sucrose05,sucrose,5
2022_04_27_abb04,715383,53,spout05,11,0,NA,NA,NA,0,abb,1,4/27/2022,sucrose00,sucrose,0
2022_04_27_abb04,730086,54,spout05,12,0,NA,NA,NA,0,abb,1,4/27/2022,sucrose00,sucrose,0
2022_04_27_abb04,745713,55,spout01,12,5,290,2025,433.75,1,abb,1,4/27/2022,sucrose20,sucrose,20
2022_04_27_abb04,760790,56,spout02,11,6,518,2995,495.4,1,abb,1,4/27/2022,sucrose30,sucrose,30
2022_04_27_abb04,773089,57,spout02,12,0,NA,NA,NA,0,abb,1,4/27/2022,sucrose30,sucrose,30
2022_04_27_abb04,788470,58,spout04,11,0,NA,NA,NA,0,abb,1,4/27/2022,sucrose10,sucrose,10
2022_04_27_abb04,803572,59,spout04,12,0,NA,NA,NA,0,abb,1,4/27/2022,sucrose10,sucrose,10
2022_04_27_abb04,816652,60,spout03,12,0,NA,NA,NA,0,abb,1,4/27/2022,sucrose05,sucrose,5
2022_04_27_abb04,829376,61,spout05,13,0,NA,NA,NA,0,abb,1,4/27/2022,sucrose00,sucrose,0
2022_04_27_abb04,845374,62,spout05,14,0,NA,NA,NA,0,abb,1,4/27/2022,sucrose00,sucrose,0
2022_04_27_abb04,859712,63,spout02,13,0,NA,NA,NA,0,abb,1,4/27/2022,sucrose30,sucrose,30
2022_04_27_abb04,874842,64,spout03,13,0,NA,NA,NA,0,abb,1,4/27/2022,sucrose05,sucrose,5
2022_04_27_abb04,890560,65,spout01,13,7,545,1820,212.5,1,abb,1,4/27/2022,sucrose20,sucrose,20
2022_04_27_abb04,905304,66,spout04,13,0,NA,NA,NA,0,abb,1,4/27/2022,sucrose10,sucrose,10
2022_04_27_abb04,920918,67,spout03,14,0,NA,NA,NA,0,abb,1,4/27/2022,sucrose05,sucrose,5
2022_04_27_abb04,934757,68,spout02,14,14,626,2975,180.69230769230768,1,abb,1,4/27/2022,sucrose30,sucrose,30
2022_04_27_abb04,947792,69,spout04,14,0,NA,NA,NA,0,abb,1,4/27/2022,sucrose10,sucrose,10
2022_04_27_abb04,963010,70,spout01,14,1,385,385,NA,1,abb,1,4/27/2022,sucrose20,sucrose,20
2022_04_27_abb04,976943,71,spout04,15,0,NA,NA,NA,0,abb,1,4/27/2022,sucrose10,sucrose,10
2022_04_27_abb04,990295,72,spout02,15,0,NA,NA,NA,0,abb,1,4/27/2022,sucrose30,sucrose,30
2022_04_27_abb04,1006245,73,spout03,15,4,424,849,141.66666666666666,1,abb,1,4/27/2022,sucrose05,sucrose,5
2022_04_27_abb04,1020675,74,spout05,15,3,478,756,139,1,abb,1,4/27/2022,sucrose00,sucrose,0
2022_04_27_abb04,1033922,75,spout01,15,14,357,2957,200,1,abb,1,4/27/2022,sucrose20,sucrose,20
2022_04_27_abb04,1046151,76,spout05,16,0,NA,NA,NA,0,abb,1,4/27/2022,sucrose00,sucrose,0
2022_04_27_abb04,1057517,77,spout02,16,12,331,2409,188.9090909090909,1,abb,1,4/27/2022,sucrose30,sucrose,30
2022_04_27_abb04,1070554,78,spout03,16,0,NA,NA,NA,0,abb,1,4/27/2022,sucrose05,sucrose,5
2022_04_27_abb04,1083494,79,spout01,16,2,327,598,271,1,abb,1,4/27/2022,sucrose20,sucrose,20
2022_04_27_abb04,1095742,80,spout04,16,0,NA,NA,NA,0,abb,1,4/27/2022,sucrose10,sucrose,10
2022_04_27_abb04,1108379,81,spout01,17,0,NA,NA,NA,0,abb,1,4/27/2022,sucrose20,sucrose,20
2022_04_27_abb04,1123237,82,spout02,17,9,412,2383,246.375,1,abb,1,4/27/2022,sucrose30,sucrose,30
2022_04_27_abb04,1135341,83,spout03,17,0,NA,NA,NA,0,abb,1,4/27/2022,sucrose05,sucrose,5
2022_04_27_abb04,1150969,84,spout04,17,0,NA,NA,NA,0,abb,1,4/27/2022,sucrose10,sucrose,10
2022_04_27_abb04,1164075,85,spout03,18,0,NA,NA,NA,0,abb,1,4/27/2022,sucrose05,sucrose,5
2022_04_27_abb04,1180075,86,spout05,17,0,NA,NA,NA,0,abb,1,4/27/2022,sucrose00,sucrose,0
2022_04_27_abb04,1193252,87,spout04,18,0,NA,NA,NA,0,abb,1,4/27/2022,sucrose10,sucrose,10
2022_04_27_abb04,1204430,88,spout02,18,0,NA,NA,NA,0,abb,1,4/27/2022,sucrose30,sucrose,30
2022_04_27_abb04,1218013,89,spout01,18,0,NA,NA,NA,0,abb,1,4/27/2022,sucrose20,sucrose,20
2022_04_27_abb04,1230251,90,spout05,18,0,NA,NA,NA,0,abb,1,4/27/2022,sucrose00,sucrose,0
2022_04_27_abb04,1242496,91,spout05,19,0,NA,NA,NA,0,abb,1,4/27/2022,sucrose00,sucrose,0
2022_04_27_abb04,1254474,92,spout01,19,0,NA,NA,NA,0,abb,1,4/27/2022,sucrose20,sucrose,20
2022_04_27_abb04,1266300,93,spout05,20,0,NA,NA,NA,0,abb,1,4/27/2022,sucrose00,sucrose,0
2022_04_27_abb04,1279454,94,spout02,19,11,522,2403,188.1,1,abb,1,4/27/2022,sucrose30,sucrose,30
2022_04_27_abb04,1292190,95,spout04,19,0,NA,NA,NA,0,abb,1,4/27/2022,sucrose10,sucrose,10
2022_04_27_abb04,1304385,96,spout04,20,0,NA,NA,NA,0,abb,1,4/27/2022,sucrose10,sucrose,10
2022_04_27_abb04,1315963,97,spout01,20,3,364,689,162.5,1,abb,1,4/27/2022,sucrose20,sucrose,20
2022_04_27_abb04,1327066,98,spout03,19,1,188,188,NA,1,abb,1,4/27/2022,sucrose05,sucrose,5
2022_04_27_abb04,1341106,99,spout02,20,6,344,1847,300.6,1,abb,1,4/27/2022,sucrose30,sucrose,30
2022_04_27_abb04,1355142,100,spout03,20,0,NA,NA,NA,0,abb,1,4/27/2022,sucrose05,sucrose,5
