blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_04_abb01,0,190,19,19,1.0540925533894598
2022_05_04_abb01,10,185,18.5,19,1.4337208778404378
2022_05_04_abb01,20,172,17.2,18,2.973961069759395
2022_05_04_abb01,30,117,11.7,11.5,4.2176876234364356
2022_05_04_abb01,40,108,10.8,9.5,3.4253953543107007
2022_05_04_abb01,50,82,8.2,8.5,3.4896672875473067
2022_05_04_abb01,60,106,10.6,10.5,4.671426144361294
2022_05_04_abb01,70,73,7.3,7.5,4.347413023856832
2022_05_04_abb01,80,71,7.1,7,5.043147165543886
2022_05_04_abb01,90,51,5.1,3.5,4.886489310105751
