blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_04_25_abb05,0,145,14.5,14,2.5495097567963922
2022_04_25_abb05,10,126,12.6,12.5,3.893013685508382
2022_04_25_abb05,20,113,11.3,11,5.313504806936128
2022_04_25_abb05,30,95,9.5,7,5.681353516353104
2022_04_25_abb05,40,92,9.2,8,5.65292451352002
2022_04_25_abb05,50,90,9,7.5,5.291502622129181
2022_04_25_abb05,60,77,7.7,7,5.313504806936128
2022_04_25_abb05,70,81,8.1,6,4.863697724525606
2022_04_25_abb05,80,69,6.9,6.5,5.363456596884761
2022_04_25_abb05,90,34,3.4,1,5.168279318217149
