blockname,trial_split,spout,solution,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_04_18_abb03,0,spout01,sucrose05,34,17,17,5.656854249492381
2022_04_18_abb03,0,spout02,sucrose20,41,20.5,20.5,0.7071067811865476
2022_04_18_abb03,0,spout03,sucrose00,37,18.5,18.5,3.5355339059327378
2022_04_18_abb03,0,spout04,sucrose30,42,21,21,0
2022_04_18_abb03,0,spout05,sucrose10,33,16.5,16.5,0.7071067811865476
2022_04_18_abb03,10,spout01,sucrose05,28,14,14,0
2022_04_18_abb03,10,spout02,sucrose20,42,21,21,0
2022_04_18_abb03,10,spout03,sucrose00,21,10.5,10.5,0.7071067811865476
2022_04_18_abb03,10,spout04,sucrose30,34,17,17,4.242640687119285
2022_04_18_abb03,10,spout05,sucrose10,25,12.5,12.5,0.7071067811865476
2022_04_18_abb03,20,spout01,sucrose05,25,12.5,12.5,0.7071067811865476
2022_04_18_abb03,20,spout02,sucrose20,41,20.5,20.5,0.7071067811865476
2022_04_18_abb03,20,spout03,sucrose00,22,11,11,2.8284271247461903
2022_04_18_abb03,20,spout04,sucrose30,35,17.5,17.5,0.7071067811865476
2022_04_18_abb03,20,spout05,sucrose10,18,9,9,2.8284271247461903
2022_04_18_abb03,30,spout01,sucrose05,12,6,6,2.8284271247461903
2022_04_18_abb03,30,spout02,sucrose20,38,19,19,1.4142135623730951
2022_04_18_abb03,30,spout03,sucrose00,23,11.5,11.5,9.192388155425117
2022_04_18_abb03,30,spout04,sucrose30,4,2,2,2.8284271247461903
2022_04_18_abb03,30,spout05,sucrose10,8,4,4,5.656854249492381
2022_04_18_abb03,40,spout01,sucrose05,12,6,6,4.242640687119285
2022_04_18_abb03,40,spout02,sucrose20,32,16,16,2.8284271247461903
2022_04_18_abb03,40,spout03,sucrose00,20,10,10,9.899494936611665
2022_04_18_abb03,40,spout04,sucrose30,16,8,8,11.313708498984761
2022_04_18_abb03,40,spout05,sucrose10,13,6.5,6.5,0.7071067811865476
2022_04_18_abb03,50,spout01,sucrose05,4,2,2,2.8284271247461903
2022_04_18_abb03,50,spout02,sucrose20,37,18.5,18.5,0.7071067811865476
2022_04_18_abb03,50,spout03,sucrose00,7,3.5,3.5,0.7071067811865476
2022_04_18_abb03,50,spout04,sucrose30,0,0,0,0
2022_04_18_abb03,50,spout05,sucrose10,0,0,0,0
2022_04_18_abb03,60,spout01,sucrose05,5,2.5,2.5,3.5355339059327378
2022_04_18_abb03,60,spout02,sucrose20,32,16,16,1.4142135623730951
2022_04_18_abb03,60,spout03,sucrose00,6,3,3,0
2022_04_18_abb03,60,spout04,sucrose30,0,0,0,0
2022_04_18_abb03,60,spout05,sucrose10,8,4,4,4.242640687119285
2022_04_18_abb03,70,spout01,sucrose05,0,0,0,0
2022_04_18_abb03,70,spout02,sucrose20,32,16,16,2.8284271247461903
2022_04_18_abb03,70,spout03,sucrose00,2,1,1,1.4142135623730951
2022_04_18_abb03,70,spout04,sucrose30,0,0,0,0
2022_04_18_abb03,70,spout05,sucrose10,1,0.5,0.5,0.7071067811865476
2022_04_18_abb03,80,spout01,sucrose05,0,0,0,0
2022_04_18_abb03,80,spout02,sucrose20,37,18.5,18.5,0.7071067811865476
2022_04_18_abb03,80,spout03,sucrose00,13,6.5,6.5,3.5355339059327378
2022_04_18_abb03,80,spout04,sucrose30,0,0,0,0
2022_04_18_abb03,80,spout05,sucrose10,11,5.5,5.5,4.949747468305833
2022_04_18_abb03,90,spout01,sucrose05,5,2.5,2.5,3.5355339059327378
2022_04_18_abb03,90,spout02,sucrose20,37,18.5,18.5,0.7071067811865476
2022_04_18_abb03,90,spout03,sucrose00,4,2,2,0
2022_04_18_abb03,90,spout04,sucrose30,26,13,13,0
2022_04_18_abb03,90,spout05,sucrose10,2,1,1,1.4142135623730951
