blockname,trial_start_ts,trial_num,spout,trial_num_tastant,lick_count,lick_ts_first,lick_ts_last,lick_ili_mean,trial_lick,experiment,cohort,date,solution,solution_type,solution_value
2022_05_24_abb12,9046,1,spout04,1,18,219,2859,155.2941176470588,1,abb,2,5/24/2022,sucrose00,sucrose,0
2022_05_24_abb12,20482,2,spout04,2,18,207,2840,154.88235294117646,1,abb,2,5/24/2022,sucrose00,sucrose,0
2022_05_24_abb12,32021,3,spout02,1,16,298,2857,170.6,1,abb,2,5/24/2022,sucrose10,sucrose,10
2022_05_24_abb12,43498,4,spout03,1,22,210,2925,129.28571428571428,1,abb,2,5/24/2022,sucrose20,sucrose,20
2022_05_24_abb12,56591,5,spout01,1,20,321,2695,124.94736842105263,1,abb,2,5/24/2022,sucrose30,sucrose,30
2022_05_24_abb12,69446,6,spout02,2,15,288,2940,189.42857142857142,1,abb,2,5/24/2022,sucrose10,sucrose,10
2022_05_24_abb12,84146,7,spout05,1,22,221,2908,127.95238095238095,1,abb,2,5/24/2022,sucrose05,sucrose,5
2022_05_24_abb12,96211,8,spout05,2,22,199,2963,131.61904761904762,1,abb,2,5/24/2022,sucrose05,sucrose,5
2022_05_24_abb12,107851,9,spout01,2,22,302,2975,127.28571428571429,1,abb,2,5/24/2022,sucrose30,sucrose,30
2022_05_24_abb12,121584,10,spout03,2,19,248,2708,136.66666666666666,1,abb,2,5/24/2022,sucrose20,sucrose,20
2022_05_24_abb12,133582,11,spout03,3,18,250,2897,155.7058823529412,1,abb,2,5/24/2022,sucrose20,sucrose,20
2022_05_24_abb12,145782,12,spout05,3,22,252,2912,126.66666666666667,1,abb,2,5/24/2022,sucrose05,sucrose,5
2022_05_24_abb12,159235,13,spout03,4,23,244,2904,120.9090909090909,1,abb,2,5/24/2022,sucrose20,sucrose,20
2022_05_24_abb12,173800,14,spout01,3,19,280,2897,145.38888888888889,1,abb,2,5/24/2022,sucrose30,sucrose,30
2022_05_24_abb12,185264,15,spout02,3,14,327,2581,173.3846153846154,1,abb,2,5/24/2022,sucrose10,sucrose,10
2022_05_24_abb12,201259,16,spout04,3,22,203,2959,131.23809523809524,1,abb,2,5/24/2022,sucrose00,sucrose,0
2022_05_24_abb12,213227,17,spout01,4,20,300,2952,139.57894736842104,1,abb,2,5/24/2022,sucrose30,sucrose,30
2022_05_24_abb12,225401,18,spout05,4,23,185,2890,122.95454545454545,1,abb,2,5/24/2022,sucrose05,sucrose,5
2022_05_24_abb12,241399,19,spout04,4,24,180,2897,118.1304347826087,1,abb,2,5/24/2022,sucrose00,sucrose,0
2022_05_24_abb12,252856,20,spout02,4,17,268,2611,146.4375,1,abb,2,5/24/2022,sucrose10,sucrose,10
2022_05_24_abb12,265554,21,spout01,5,22,293,2912,124.71428571428571,1,abb,2,5/24/2022,sucrose30,sucrose,30
2022_05_24_abb12,278263,22,spout05,5,24,201,2972,120.47826086956522,1,abb,2,5/24/2022,sucrose05,sucrose,5
2022_05_24_abb12,294046,23,spout04,5,24,190,2979,121.26086956521739,1,abb,2,5/24/2022,sucrose00,sucrose,0
2022_05_24_abb12,309953,24,spout01,6,18,294,2439,126.17647058823529,1,abb,2,5/24/2022,sucrose30,sucrose,30
2022_05_24_abb12,322457,25,spout03,5,23,315,2968,120.5909090909091,1,abb,2,5/24/2022,sucrose20,sucrose,20
2022_05_24_abb12,334149,26,spout04,6,22,288,2963,127.38095238095238,1,abb,2,5/24/2022,sucrose00,sucrose,0
2022_05_24_abb12,347334,27,spout03,6,21,214,2918,135.2,1,abb,2,5/24/2022,sucrose20,sucrose,20
2022_05_24_abb12,358516,28,spout02,5,13,325,2640,192.91666666666666,1,abb,2,5/24/2022,sucrose10,sucrose,10
2022_05_24_abb12,373016,29,spout02,6,5,275,2718,610.75,1,abb,2,5/24/2022,sucrose10,sucrose,10
2022_05_24_abb12,387406,30,spout05,6,24,216,2930,118,1,abb,2,5/24/2022,sucrose05,sucrose,5
2022_05_24_abb12,400036,31,spout04,7,22,231,2890,126.61904761904762,1,abb,2,5/24/2022,sucrose00,sucrose,0
2022_05_24_abb12,413189,32,spout03,7,24,244,2887,114.91304347826087,1,abb,2,5/24/2022,sucrose20,sucrose,20
2022_05_24_abb12,426151,33,spout03,8,23,250,2959,123.13636363636364,1,abb,2,5/24/2022,sucrose20,sucrose,20
2022_05_24_abb12,440356,34,spout02,7,8,282,2912,375.7142857142857,1,abb,2,5/24/2022,sucrose10,sucrose,10
2022_05_24_abb12,451666,35,spout05,7,24,218,2939,118.30434782608695,1,abb,2,5/24/2022,sucrose05,sucrose,5
2022_05_24_abb12,465147,36,spout05,8,23,227,2964,124.4090909090909,1,abb,2,5/24/2022,sucrose05,sucrose,5
2022_05_24_abb12,479087,37,spout01,7,20,305,2907,136.94736842105263,1,abb,2,5/24/2022,sucrose30,sucrose,30
2022_05_24_abb12,495039,38,spout01,8,22,282,2872,123.33333333333333,1,abb,2,5/24/2022,sucrose30,sucrose,30
2022_05_24_abb12,506047,39,spout02,8,16,268,2901,175.53333333333333,1,abb,2,5/24/2022,sucrose10,sucrose,10
2022_05_24_abb12,517956,40,spout04,8,22,211,2968,131.28571428571428,1,abb,2,5/24/2022,sucrose00,sucrose,0
2022_05_24_abb12,529372,41,spout05,9,24,209,2969,120,1,abb,2,5/24/2022,sucrose05,sucrose,5
2022_05_24_abb12,540423,42,spout02,9,16,367,2919,170.13333333333333,1,abb,2,5/24/2022,sucrose10,sucrose,10
2022_05_24_abb12,552220,43,spout05,10,23,277,2894,118.95454545454545,1,abb,2,5/24/2022,sucrose05,sucrose,5
2022_05_24_abb12,566811,44,spout02,10,5,213,2418,551.25,1,abb,2,5/24/2022,sucrose10,sucrose,10
2022_05_24_abb12,581685,45,spout01,9,18,283,2986,159,1,abb,2,5/24/2022,sucrose30,sucrose,30
2022_05_24_abb12,593703,46,spout04,9,24,241,2975,118.8695652173913,1,abb,2,5/24/2022,sucrose00,sucrose,0
2022_05_24_abb12,609605,47,spout01,10,22,356,2908,121.52380952380952,1,abb,2,5/24/2022,sucrose30,sucrose,30
2022_05_24_abb12,624742,48,spout03,9,21,254,2930,133.8,1,abb,2,5/24/2022,sucrose20,sucrose,20
