blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_25_abb09,0,134,13.4,14.5,7.244921593011817
2022_05_25_abb09,10,115,11.5,11,7.735200923914862
2022_05_25_abb09,20,123,12.3,8.5,10.06699778704875
2022_05_25_abb09,30,96,9.6,4,8.382521498133283
2022_05_25_abb09,40,134,13.4,15.5,7.56012933457858
2022_05_25_abb09,50,63,6.3,3.5,6.61731734835869
2022_05_25_abb09,60,77,7.7,4.5,6.549809157525126
2022_05_25_abb09,70,57,5.7,3,6.03784361801095
2022_05_25_abb09,80,68,6.8,2.5,7.1616261343977525
2022_05_25_abb09,90,34,3.4,1,4.788875998951459
