blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_19_abb09,0,166,16.6,17.5,3.806427312965386
2022_05_19_abb09,10,136,13.6,14,5.274677451960662
2022_05_19_abb09,20,144,14.4,14,6.4670103001481465
2022_05_19_abb09,30,130,13,14.5,6.944222218666553
2022_05_19_abb09,40,124,12.4,14.5,7.947046970765654
2022_05_19_abb09,50,131,13.1,12.5,6.539622822966678
2022_05_19_abb09,60,97,9.7,9.5,6.23698645180507
2022_05_19_abb09,70,99,9.9,10,5.486346689738081
2022_05_19_abb09,80,73,7.3,6,6.111010100175292
2022_05_19_abb09,90,57,5.7,3.5,6.056218108504496
