blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_20_abb10,0,189,18.9,19.5,2.6012817353502227
2022_05_20_abb10,10,209,20.9,21,1.286683937707919
2022_05_20_abb10,20,203,20.3,21,1.70293863659264
2022_05_20_abb10,30,208,20.8,21,1.7511900715418263
2022_05_20_abb10,40,203,20.3,21,2.2135943621178655
2022_05_20_abb10,50,203,20.3,21,2.496664441476534
2022_05_20_abb10,60,205,20.5,21.5,2.4608038433722332
2022_05_20_abb10,70,181,18.1,18.5,2.8460498941515415
2022_05_20_abb10,80,160,16,17.5,5.962847939999439
2022_05_20_abb10,90,130,13,13,7.3786478737262184
