blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_13_abb01,0,143,14.3,16.5,6.019413038937712
2022_05_13_abb01,10,112,11.2,13,7.6274358586472415
2022_05_13_abb01,20,98,9.8,10.5,6.646636576327743
2022_05_13_abb01,30,112,11.2,12.5,5.028805910838963
2022_05_13_abb01,40,91,9.1,9.5,5.743595467030115
2022_05_13_abb01,50,83,8.3,8.5,6.667499947923176
2022_05_13_abb01,60,73,7.3,6.5,5.250396810400778
2022_05_13_abb01,70,72,7.2,7,5.028805910838963
2022_05_13_abb01,80,90,9,8,5.773502691896258
2022_05_13_abb01,90,61,6.1,6.5,4.840798832148815
