blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_04_14_abb01,0,78,7.8,7.5,6.957010852370434
2022_04_14_abb01,10,65,6.5,7,6.258327785172862
2022_04_14_abb01,20,59,5.9,3,7.1094616142464995
2022_04_14_abb01,30,77,7.7,7,5.6184220797895446
2022_04_14_abb01,40,5,0.5,0,1.5811388300841898
2022_04_14_abb01,50,0,0,0,0
2022_04_14_abb01,60,0,0,0,0
2022_04_14_abb01,70,32,3.2,0,5.769652406245015
2022_04_14_abb01,80,2,0.2,0,0.6324555320336759
2022_04_14_abb01,90,43,4.3,2,5.869885480616769
