blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_06_07_abb12,0,165,16.5,19,6.867799259345505
2022_06_07_abb12,10,110,11,10,7.287737036358482
2022_06_07_abb12,20,105,10.5,5.5,8.276472678623424
2022_06_07_abb12,30,109,10.9,9.5,7.978443178688155
2022_06_07_abb12,40,86,8.6,5,6.834552736727628
2022_06_07_abb12,50,99,9.9,7.5,8.184674024595536
2022_06_07_abb12,60,71,7.1,3.5,7.2180329730474355
2022_06_07_abb12,70,69,6.9,3.5,7.078135347674555
2022_06_07_abb12,80,47,4.7,2,6.395310782127793
2022_06_07_abb12,90,36,3.6,1.5,4.9035134795822115
