blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_23_abb07,0,137,13.7,15,6.700746227100382
2022_05_23_abb07,10,113,11.3,8.5,7.888810641239485
2022_05_23_abb07,20,123,12.3,14.5,9.238205693988657
2022_05_23_abb07,30,98,9.8,8,7.1616261343977525
2022_05_23_abb07,40,53,5.3,4.5,3.7727090178455764
2022_05_23_abb07,50,22,2.2,0.5,4.9396356140913875
2022_05_23_abb07,60,16,1.6,0,4.376706016578627
2022_05_23_abb07,70,12,1.2,0,3.794733192202055
2022_05_23_abb07,80,57,5.7,0,8.179242018671413
2022_05_23_abb07,90,14,1.4,0,4.427188724235731
