blockname,trial_split,spout,solution,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_05_abb05,0,spout01,sucrose10,38,19,19,0
2022_05_05_abb05,0,spout02,sucrose00,28,14,14,7.0710678118654755
2022_05_05_abb05,0,spout03,sucrose30,36,18,18,1.4142135623730951
2022_05_05_abb05,0,spout04,sucrose05,10,5,5,1.4142135623730951
2022_05_05_abb05,0,spout05,sucrose20,41,20.5,20.5,0.7071067811865476
2022_05_05_abb05,10,spout01,sucrose10,26,13,13,9.899494936611665
2022_05_05_abb05,10,spout02,sucrose00,9,4.5,4.5,0.7071067811865476
2022_05_05_abb05,10,spout03,sucrose30,36,18,18,1.4142135623730951
2022_05_05_abb05,10,spout04,sucrose05,10,5,5,1.4142135623730951
2022_05_05_abb05,10,spout05,sucrose20,41,20.5,20.5,0.7071067811865476
2022_05_05_abb05,20,spout01,sucrose10,36,18,18,2.8284271247461903
2022_05_05_abb05,20,spout02,sucrose00,7,3.5,3.5,0.7071067811865476
2022_05_05_abb05,20,spout03,sucrose30,27,13.5,13.5,0.7071067811865476
2022_05_05_abb05,20,spout04,sucrose05,13,6.5,6.5,3.5355339059327378
2022_05_05_abb05,20,spout05,sucrose20,44,22,22,0
2022_05_05_abb05,30,spout01,sucrose10,22,11,11,4.242640687119285
2022_05_05_abb05,30,spout02,sucrose00,4,2,2,1.4142135623730951
2022_05_05_abb05,30,spout03,sucrose30,17,8.5,8.5,0.7071067811865476
2022_05_05_abb05,30,spout04,sucrose05,4,2,2,2.8284271247461903
2022_05_05_abb05,30,spout05,sucrose20,9,4.5,4.5,6.363961030678928
2022_05_05_abb05,40,spout01,sucrose10,15,7.5,7.5,6.363961030678928
2022_05_05_abb05,40,spout02,sucrose00,6,3,3,1.4142135623730951
2022_05_05_abb05,40,spout03,sucrose30,11,5.5,5.5,7.7781745930520225
2022_05_05_abb05,40,spout04,sucrose05,5,2.5,2.5,3.5355339059327378
2022_05_05_abb05,40,spout05,sucrose20,34,17,17,1.4142135623730951
2022_05_05_abb05,50,spout01,sucrose10,20,10,10,7.0710678118654755
2022_05_05_abb05,50,spout02,sucrose00,6,3,3,0
2022_05_05_abb05,50,spout03,sucrose30,13,6.5,6.5,9.192388155425117
2022_05_05_abb05,50,spout04,sucrose05,3,1.5,1.5,2.1213203435596424
2022_05_05_abb05,50,spout05,sucrose20,0,0,0,0
2022_05_05_abb05,60,spout01,sucrose10,11,5.5,5.5,7.7781745930520225
2022_05_05_abb05,60,spout02,sucrose00,5,2.5,2.5,0.7071067811865476
2022_05_05_abb05,60,spout03,sucrose30,26,13,13,2.8284271247461903
2022_05_05_abb05,60,spout04,sucrose05,6,3,3,0
2022_05_05_abb05,60,spout05,sucrose20,40,20,20,2.8284271247461903
2022_05_05_abb05,70,spout01,sucrose10,4,2,2,2.8284271247461903
2022_05_05_abb05,70,spout02,sucrose00,1,0.5,0.5,0.7071067811865476
2022_05_05_abb05,70,spout03,sucrose30,15,7.5,7.5,7.7781745930520225
2022_05_05_abb05,70,spout04,sucrose05,3,1.5,1.5,2.1213203435596424
2022_05_05_abb05,70,spout05,sucrose20,30,15,15,1.4142135623730951
2022_05_05_abb05,80,spout01,sucrose10,3,1.5,1.5,2.1213203435596424
2022_05_05_abb05,80,spout02,sucrose00,3,1.5,1.5,2.1213203435596424
2022_05_05_abb05,80,spout03,sucrose30,0,0,0,0
2022_05_05_abb05,80,spout04,sucrose05,7,3.5,3.5,0.7071067811865476
2022_05_05_abb05,80,spout05,sucrose20,38,19,19,2.8284271247461903
2022_05_05_abb05,90,spout01,sucrose10,20,10,10,2.8284271247461903
2022_05_05_abb05,90,spout02,sucrose00,5,2.5,2.5,0.7071067811865476
2022_05_05_abb05,90,spout03,sucrose30,12,6,6,8.48528137423857
2022_05_05_abb05,90,spout04,sucrose05,4,2,2,1.4142135623730951
2022_05_05_abb05,90,spout05,sucrose20,29,14.5,14.5,0.7071067811865476
