blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_03_abb05,0,157,15.7,20,7.902882737049535
2022_05_03_abb05,10,116,11.6,7.5,8.733078876700167
2022_05_03_abb05,20,115,11.5,11,9.058452161134127
2022_05_03_abb05,30,99,9.9,11.5,6.100091074001363
2022_05_03_abb05,40,66,6.6,4,6.05896947600094
2022_05_03_abb05,50,52,5.2,2.5,6.908931417616861
2022_05_03_abb05,60,61,6.1,5.5,4.653553003411002
2022_05_03_abb05,70,63,6.3,3,5.963779562212764
2022_05_03_abb05,80,47,4.7,2.5,5.598610938835137
2022_05_03_abb05,90,53,5.3,3.5,5.271516754112509
