blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_04_28_abb06,0,71,7.1,6,7.880355321938218
2022_04_28_abb06,10,60,6,2.5,7.745966692414834
2022_04_28_abb06,20,30,3,1,4.784233364802441
2022_04_28_abb06,30,27,2.7,0,6.464432603785802
2022_04_28_abb06,40,14,1.4,0,2.4585451886114367
2022_04_28_abb06,50,1,0.1,0,0.31622776601683794
2022_04_28_abb06,60,50,5,1.5,7.272474743090476
2022_04_28_abb06,70,26,2.6,0,5.680375574437544
2022_04_28_abb06,80,48,4.8,2.5,6.892830413633511
2022_04_28_abb06,90,10,1,0,2.160246899469287
