blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_25_abb07,0,147,14.7,20,8.407007658957959
2022_05_25_abb07,10,113,11.3,7.5,8.932462644136212
2022_05_25_abb07,20,100,10,5,7.702813338860896
2022_05_25_abb07,30,81,8.1,4.5,8.45182426067493
2022_05_25_abb07,40,55,5.5,3,7.706418681131261
2022_05_25_abb07,50,71,7.1,3,8.949860334105779
2022_05_25_abb07,60,49,4.9,1.5,6.573515886579351
2022_05_25_abb07,70,4,0.4,0,1.2649110640673518
2022_05_25_abb07,80,17,1.7,0,3.3349995835415367
2022_05_25_abb07,90,3,0.3,0,0.6749485577105528
