blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_04_27_abb04,0,125,12.5,12,8.657045942147034
2022_04_27_abb04,10,105,10.5,10.5,6.60387091871965
2022_04_27_abb04,20,72,7.2,3.5,7.223418704310154
2022_04_27_abb04,30,53,5.3,2.5,7.242620765686656
2022_04_27_abb04,40,57,5.7,2.5,6.325433669805661
2022_04_27_abb04,50,14,1.4,0,2.3664319132398464
2022_04_27_abb04,60,22,2.2,0,4.685675570881488
2022_04_27_abb04,70,35,3.5,1,5.233439489369194
2022_04_27_abb04,80,9,0.9,0,2.8460498941515415
2022_04_27_abb04,90,21,2.1,0,3.6953424138441564
