blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_04_27_abb06,0,79,7.9,4.5,7.823753006780768
2022_04_27_abb06,10,65,6.5,4,6.802777210652851
2022_04_27_abb06,20,29,2.9,1.5,3.956710193526379
2022_04_27_abb06,30,20,2,0,4.136557881996952
2022_04_27_abb06,40,29,2.9,0,4.954235000930461
2022_04_27_abb06,50,4,0.4,0,1.2649110640673518
2022_04_27_abb06,60,37,3.7,1.5,5.012207320355197
2022_04_27_abb06,70,27,2.7,0,4.595891885393109
2022_04_27_abb06,80,41,4.1,2,5.173651192984184
2022_04_27_abb06,90,26,2.6,0,3.5023801430836525
