blockname,trial_start_ts,trial_num,spout,trial_num_tastant,lick_count,lick_ts_first,lick_ts_last,lick_ili_mean,trial_lick,experiment,cohort,date,solution,solution_type,solution_value
2022_04_26_abb05,9046,1,spout03,1,14,146,2814,205.23076923076923,1,abb,1,4/26/2022,sucrose20,sucrose,20
2022_04_26_abb05,20482,2,spout02,1,0,NA,NA,NA,0,abb,1,4/26/2022,sucrose10,sucrose,10
2022_04_26_abb05,32021,3,spout02,2,15,178,2951,198.07142857142858,1,abb,1,4/26/2022,sucrose10,sucrose,10
2022_04_26_abb05,43498,4,spout04,1,23,144,2951,127.5909090909091,1,abb,1,4/26/2022,sucrose00,sucrose,0
2022_04_26_abb05,56591,5,spout01,1,18,168,2936,162.8235294117647,1,abb,1,4/26/2022,sucrose30,sucrose,30
2022_04_26_abb05,69446,6,spout04,2,22,146,2944,133.23809523809524,1,abb,1,4/26/2022,sucrose00,sucrose,0
2022_04_26_abb05,84146,7,spout03,2,16,142,2859,181.13333333333333,1,abb,1,4/26/2022,sucrose20,sucrose,20
2022_04_26_abb05,96211,8,spout01,2,19,167,2947,154.44444444444446,1,abb,1,4/26/2022,sucrose30,sucrose,30
2022_04_26_abb05,107851,9,spout05,1,15,135,2977,203,1,abb,1,4/26/2022,sucrose05,sucrose,5
2022_04_26_abb05,121584,10,spout05,2,15,238,2901,190.21428571428572,1,abb,1,4/26/2022,sucrose05,sucrose,5
2022_04_26_abb05,133582,11,spout02,3,14,281,2883,200.15384615384616,1,abb,1,4/26/2022,sucrose10,sucrose,10
2022_04_26_abb05,145782,12,spout05,3,15,146,2217,147.92857142857142,1,abb,1,4/26/2022,sucrose05,sucrose,5
2022_04_26_abb05,159235,13,spout04,3,15,137,2236,149.92857142857142,1,abb,1,4/26/2022,sucrose00,sucrose,0
2022_04_26_abb05,173800,14,spout03,3,13,224,2969,228.75,1,abb,1,4/26/2022,sucrose20,sucrose,20
2022_04_26_abb05,185264,15,spout05,4,13,144,2483,194.91666666666666,1,abb,1,4/26/2022,sucrose05,sucrose,5
2022_04_26_abb05,201259,16,spout02,4,16,168,2925,183.8,1,abb,1,4/26/2022,sucrose10,sucrose,10
2022_04_26_abb05,213227,17,spout04,4,4,138,626,162.66666666666666,1,abb,1,4/26/2022,sucrose00,sucrose,0
2022_04_26_abb05,225401,18,spout01,3,17,161,2837,167.25,1,abb,1,4/26/2022,sucrose30,sucrose,30
2022_04_26_abb05,241399,19,spout03,4,14,142,2744,200.15384615384616,1,abb,1,4/26/2022,sucrose20,sucrose,20
