blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_06_09_abb10,0,199,19.9,22,4.863697724525606
2022_06_09_abb10,10,150,15,15.5,7.102425250887506
2022_06_09_abb10,20,146,14.6,15.5,5.621387729022079
2022_06_09_abb10,30,139,13.9,15,6.190494505467412
2022_06_09_abb10,40,117,11.7,15,7.288499312082167
2022_06_09_abb10,50,105,10.5,8.5,8.127456893491072
2022_06_09_abb10,60,97,9.7,8.5,8.70568141439192
2022_06_09_abb10,70,98,9.8,8,8.753412033157254
2022_06_09_abb10,80,81,8.1,3,8.543353491977777
2022_06_09_abb10,90,72,7.2,4.5,7.786027371016764
