blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_26_abb12,0,225,22.5,23,1.0801234497346435
2022_05_26_abb12,10,228,22.8,22.5,1.1352924243950935
2022_05_26_abb12,20,228,22.8,23,1.2292725943057183
2022_05_26_abb12,30,208,20.8,22.5,3.4253953543107007
2022_05_26_abb12,40,183,18.3,20.5,5.538752366533259
2022_05_26_abb12,50,135,13.5,11.5,7.245688373094719
2022_05_26_abb12,60,120,12,10,8.339997335464536
2022_05_26_abb12,70,109,10.9,13,8.698020208964541
2022_05_26_abb12,80,100,10,5,8.831760866327848
2022_05_26_abb12,90,82,8.2,4.5,7.390684827688313
