blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_04_21_abb01,0,101,10.1,9.5,7.078135347674555
2022_04_21_abb01,10,84,8.4,6,6.2574400161372346
2022_04_21_abb01,20,67,6.7,4.5,6.056218108504496
2022_04_21_abb01,30,71,7.1,4,5.8013408411810765
2022_04_21_abb01,40,51,5.1,4,4.332051092342595
2022_04_21_abb01,50,51,5.1,3,5.087020520675907
2022_04_21_abb01,60,38,3.8,3,5.28730134903956
2022_04_21_abb01,70,49,4.9,3,5.065131346328104
2022_04_21_abb01,80,37,3.7,1.5,5.598610938835137
2022_04_21_abb01,90,45,4.5,3,4.972144630058766
