blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_04_19_abb04,0,96,9.6,8.5,7.618690467819548
2022_04_19_abb04,10,88,8.8,5,6.528569691917382
2022_04_19_abb04,20,91,9.1,9.5,5.820461990063828
2022_04_19_abb04,30,63,6.3,4,5.4984846397287805
2022_04_19_abb04,40,85,8.5,8,5.482294734466175
2022_04_19_abb04,50,59,5.9,4,5.7242175593408975
2022_04_19_abb04,60,52,5.2,2.5,5.00666222813829
2022_04_19_abb04,70,28,2.8,1.5,2.6583202716502514
2022_04_19_abb04,80,21,2.1,1,3.6040101122068027
2022_04_19_abb04,90,30,3,1.5,4.242640687119285
