blockname,trial_split,spout,solution,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_06_13_abb07,0,spout01,nacl025,13,6.5,6.5,7.7781745930520225
2022_06_13_abb07,0,spout02,nacl100,24,12,12,0
2022_06_13_abb07,0,spout03,nacl000,47,23.5,23.5,0.7071067811865476
2022_06_13_abb07,0,spout04,nacl150,0,0,0,0
2022_06_13_abb07,0,spout05,nacl050,6,3,3,2.8284271247461903
2022_06_13_abb07,10,spout01,nacl025,30,15,15,9.899494936611665
2022_06_13_abb07,10,spout02,nacl100,10,5,5,2.8284271247461903
2022_06_13_abb07,10,spout03,nacl000,46,23,23,1.4142135623730951
2022_06_13_abb07,10,spout04,nacl150,0,0,0,0
2022_06_13_abb07,10,spout05,nacl050,33,16.5,16.5,6.363961030678928
2022_06_13_abb07,20,spout01,nacl025,26,13,13,16.97056274847714
2022_06_13_abb07,20,spout02,nacl100,7,3.5,3.5,0.7071067811865476
2022_06_13_abb07,20,spout03,nacl000,47,23.5,23.5,0.7071067811865476
2022_06_13_abb07,20,spout04,nacl150,0,0,0,0
2022_06_13_abb07,20,spout05,nacl050,26,13,13,4.242640687119285
2022_06_13_abb07,30,spout01,nacl025,3,1.5,1.5,0.7071067811865476
2022_06_13_abb07,30,spout02,nacl100,5,2.5,2.5,0.7071067811865476
2022_06_13_abb07,30,spout03,nacl000,49,24.5,24.5,0.7071067811865476
2022_06_13_abb07,30,spout04,nacl150,0,0,0,0
2022_06_13_abb07,30,spout05,nacl050,20,10,10,9.899494936611665
2022_06_13_abb07,40,spout01,nacl025,2,1,1,0
2022_06_13_abb07,40,spout02,nacl100,3,1.5,1.5,0.7071067811865476
2022_06_13_abb07,40,spout03,nacl000,48,24,24,0
2022_06_13_abb07,40,spout04,nacl150,0,0,0,0
2022_06_13_abb07,40,spout05,nacl050,24,12,12,4.242640687119285
2022_06_13_abb07,50,spout01,nacl025,3,1.5,1.5,0.7071067811865476
2022_06_13_abb07,50,spout02,nacl100,3,1.5,1.5,0.7071067811865476
2022_06_13_abb07,50,spout03,nacl000,48,24,24,0
2022_06_13_abb07,50,spout04,nacl150,0,0,0,0
2022_06_13_abb07,50,spout05,nacl050,36,18,18,0
2022_06_13_abb07,60,spout01,nacl025,26,13,13,15.556349186104045
2022_06_13_abb07,60,spout02,nacl100,10,5,5,5.656854249492381
2022_06_13_abb07,60,spout03,nacl000,47,23.5,23.5,0.7071067811865476
2022_06_13_abb07,60,spout04,nacl150,0,0,0,0
2022_06_13_abb07,60,spout05,nacl050,6,3,3,1.4142135623730951
2022_06_13_abb07,70,spout01,nacl025,25,12.5,12.5,14.849242404917497
2022_06_13_abb07,70,spout02,nacl100,7,3.5,3.5,2.1213203435596424
2022_06_13_abb07,70,spout03,nacl000,47,23.5,23.5,0.7071067811865476
2022_06_13_abb07,70,spout04,nacl150,0,0,0,0
2022_06_13_abb07,70,spout05,nacl050,5,2.5,2.5,2.1213203435596424
2022_06_13_abb07,80,spout01,nacl025,25,12.5,12.5,14.849242404917497
2022_06_13_abb07,80,spout02,nacl100,4,2,2,0
2022_06_13_abb07,80,spout03,nacl000,43,21.5,21.5,0.7071067811865476
2022_06_13_abb07,80,spout04,nacl150,0,0,0,0
2022_06_13_abb07,80,spout05,nacl050,21,10.5,10.5,7.7781745930520225
2022_06_13_abb07,90,spout01,nacl025,48,24,24,1.4142135623730951
2022_06_13_abb07,90,spout02,nacl100,3,1.5,1.5,0.7071067811865476
2022_06_13_abb07,90,spout03,nacl000,49,24.5,24.5,0.7071067811865476
2022_06_13_abb07,90,spout04,nacl150,0,0,0,0
2022_06_13_abb07,90,spout05,nacl050,14,7,7,5.656854249492381
