blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_04_21_abb06,0,73,7.3,6,7.930952023559341
2022_04_21_abb06,10,51,5.1,0,8.22529972435993
2022_04_21_abb06,20,63,6.3,4,6.549809157525126
2022_04_21_abb06,30,70,7,5,5.9066817155564495
2022_04_21_abb06,40,41,4.1,2.5,5.566766466171263
2022_04_21_abb06,50,52,5.2,4,6.160808027812225
2022_04_21_abb06,60,57,5.7,4.5,5.558776843874918
2022_04_21_abb06,70,51,5.1,4,5.342700108039422
2022_04_21_abb06,80,58,5.8,4,5.2451035367389185
2022_04_21_abb06,90,11,1.1,0,2.6012817353502227
