blockname,trial_start_ts,trial_num,spout,trial_num_tastant,lick_count,lick_ts_first,lick_ts_last,lick_ili_mean,trial_lick,experiment,cohort,date,solution,solution_type,solution_value
2022_06_08_abb11,9046,1,spout01,1,24,124,2917,121.43478260869566,1,abb,2,6/8/2022,sucrose00,sucrose,0
2022_06_08_abb11,20482,2,spout02,1,24,163,2954,121.34782608695652,1,abb,2,6/8/2022,sucrose05,sucrose,5
2022_06_08_abb11,32021,3,spout03,1,23,238,2955,123.5,1,abb,2,6/8/2022,sucrose10,sucrose,10
2022_06_08_abb11,43498,4,spout03,2,24,174,2970,121.56521739130434,1,abb,2,6/8/2022,sucrose10,sucrose,10
2022_06_08_abb11,56591,5,spout04,1,22,179,2874,128.33333333333334,1,abb,2,6/8/2022,sucrose20,sucrose,20
2022_06_08_abb11,69446,6,spout05,1,22,215,2871,126.47619047619048,1,abb,2,6/8/2022,sucrose30,sucrose,30
2022_06_08_abb11,84146,7,spout02,2,25,178,2962,116,1,abb,2,6/8/2022,sucrose05,sucrose,5
2022_06_08_abb11,96211,8,spout04,2,23,166,2907,124.5909090909091,1,abb,2,6/8/2022,sucrose20,sucrose,20
2022_06_08_abb11,107851,9,spout05,2,23,177,2941,125.63636363636364,1,abb,2,6/8/2022,sucrose30,sucrose,30
2022_06_08_abb11,121584,10,spout01,2,21,145,2793,132.4,1,abb,2,6/8/2022,sucrose00,sucrose,0
2022_06_08_abb11,133582,11,spout03,3,25,143,2991,118.66666666666667,1,abb,2,6/8/2022,sucrose10,sucrose,10
2022_06_08_abb11,145782,12,spout02,3,23,179,2855,121.63636363636364,1,abb,2,6/8/2022,sucrose05,sucrose,5
2022_06_08_abb11,159235,13,spout04,3,24,185,2922,119,1,abb,2,6/8/2022,sucrose20,sucrose,20
2022_06_08_abb11,173800,14,spout01,3,24,140,2932,121.3913043478261,1,abb,2,6/8/2022,sucrose00,sucrose,0
2022_06_08_abb11,185264,15,spout04,4,24,160,2948,121.21739130434783,1,abb,2,6/8/2022,sucrose20,sucrose,20
2022_06_08_abb11,201259,16,spout02,4,18,264,2924,156.47058823529412,1,abb,2,6/8/2022,sucrose05,sucrose,5
2022_06_08_abb11,213227,17,spout03,4,25,200,2997,116.54166666666667,1,abb,2,6/8/2022,sucrose10,sucrose,10
2022_06_08_abb11,225401,18,spout05,3,24,200,2897,117.26086956521739,1,abb,2,6/8/2022,sucrose30,sucrose,30
2022_06_08_abb11,241399,19,spout01,4,18,182,2880,158.7058823529412,1,abb,2,6/8/2022,sucrose00,sucrose,0
2022_06_08_abb11,252856,20,spout05,4,24,200,2909,117.78260869565217,1,abb,2,6/8/2022,sucrose30,sucrose,30
2022_06_08_abb11,265554,21,spout03,5,25,186,2988,116.75,1,abb,2,6/8/2022,sucrose10,sucrose,10
2022_06_08_abb11,278263,22,spout02,5,21,275,2923,132.4,1,abb,2,6/8/2022,sucrose05,sucrose,5
2022_06_08_abb11,294046,23,spout04,5,25,172,2893,113.375,1,abb,2,6/8/2022,sucrose20,sucrose,20
2022_06_08_abb11,309953,24,spout02,6,23,161,2979,128.0909090909091,1,abb,2,6/8/2022,sucrose05,sucrose,5
2022_06_08_abb11,322457,25,spout05,5,25,186,2988,116.75,1,abb,2,6/8/2022,sucrose30,sucrose,30
2022_06_08_abb11,334149,26,spout01,5,18,298,2776,145.76470588235293,1,abb,2,6/8/2022,sucrose00,sucrose,0
2022_06_08_abb11,347334,27,spout04,6,24,183,2978,121.52173913043478,1,abb,2,6/8/2022,sucrose20,sucrose,20
2022_06_08_abb11,358516,28,spout01,6,15,290,2880,185,1,abb,2,6/8/2022,sucrose00,sucrose,0
2022_06_08_abb11,373016,29,spout03,6,23,286,2977,122.31818181818181,1,abb,2,6/8/2022,sucrose10,sucrose,10
2022_06_08_abb11,387406,30,spout05,6,23,203,2940,124.4090909090909,1,abb,2,6/8/2022,sucrose30,sucrose,30
2022_06_08_abb11,400036,31,spout01,7,10,191,1822,181.22222222222223,1,abb,2,6/8/2022,sucrose00,sucrose,0
2022_06_08_abb11,413189,32,spout05,7,20,359,2936,135.6315789473684,1,abb,2,6/8/2022,sucrose30,sucrose,30
2022_06_08_abb11,426151,33,spout03,7,22,286,2993,128.9047619047619,1,abb,2,6/8/2022,sucrose10,sucrose,10
2022_06_08_abb11,440356,34,spout01,8,16,297,2943,176.4,1,abb,2,6/8/2022,sucrose00,sucrose,0
2022_06_08_abb11,451666,35,spout05,8,25,188,2917,113.70833333333333,1,abb,2,6/8/2022,sucrose30,sucrose,30
2022_06_08_abb11,465147,36,spout03,8,17,185,2847,166.375,1,abb,2,6/8/2022,sucrose10,sucrose,10
2022_06_08_abb11,479087,37,spout04,7,20,284,2927,139.10526315789474,1,abb,2,6/8/2022,sucrose20,sucrose,20
2022_06_08_abb11,495039,38,spout04,8,19,231,2941,150.55555555555554,1,abb,2,6/8/2022,sucrose20,sucrose,20
