blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_06_abb03,0,156,15.6,20,7.0898989179442236
2022_05_06_abb03,10,130,13,13.5,7.986099033807293
2022_05_06_abb03,20,130,13,16,8.31330927555995
2022_05_06_abb03,30,89,8.9,7.5,7.1250730990402245
2022_05_06_abb03,40,8,0.8,0,1.6865480854231356
2022_05_06_abb03,50,72,7.2,3,9.461031186456955
2022_05_06_abb03,60,73,7.3,5,7.689097620801951
2022_05_06_abb03,70,69,6.9,3,8.238797107453113
2022_05_06_abb03,80,81,8.1,5,6.297265720577111
2022_05_06_abb03,90,69,6.9,5.5,6.332456079595025
