blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_27_abb12,0,226,22.6,23,1.3498971154211057
2022_05_27_abb12,10,239,23.9,24,0.7378647873726218
2022_05_27_abb12,20,241,24.1,24.5,1.1005049346146119
2022_05_27_abb12,30,237,23.7,24.5,1.946506842754191
2022_05_27_abb12,40,240,24,24,0.9428090415820634
2022_05_27_abb12,50,199,19.9,20,4.04007700696685
2022_05_27_abb12,60,151,15.1,14,6.6907896893167
2022_05_27_abb12,70,177,17.7,17.5,6.3604681868204915
2022_05_27_abb12,80,131,13.1,16,8.089087299153924
2022_05_27_abb12,90,51,5.1,0.5,7.430417963419764
