blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_27_abb10,0,224,22.4,22,1.0749676997731399
2022_05_27_abb10,10,218,21.8,23,2.6161889160464775
2022_05_27_abb10,20,214,21.4,22.5,5.4812812776251905
2022_05_27_abb10,30,215,21.5,22,2.9907264074877267
2022_05_27_abb10,40,181,18.1,18,3.0349812373573433
2022_05_27_abb10,50,160,16,16.5,4.898979485566356
2022_05_27_abb10,60,144,14.4,14.5,4.115013163202924
2022_05_27_abb10,70,127,12.7,14,6.667499947923176
2022_05_27_abb10,80,100,10,11,5.456901847914967
2022_05_27_abb10,90,61,6.1,5.5,4.653553003411002
