blockname,trial_split,spout,solution,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_24_abb11,0,spout01,sucrose30,37,18.5,18.5,2.1213203435596424
2022_05_24_abb11,0,spout02,sucrose10,29,14.5,14.5,3.5355339059327378
2022_05_24_abb11,0,spout03,sucrose20,41,20.5,20.5,0.7071067811865476
2022_05_24_abb11,0,spout04,sucrose00,15,7.5,7.5,2.1213203435596424
2022_05_24_abb11,0,spout05,sucrose05,7,3.5,3.5,0.7071067811865476
2022_05_24_abb11,10,spout01,sucrose30,39,19.5,19.5,2.1213203435596424
2022_05_24_abb11,10,spout02,sucrose10,8,4,4,1.4142135623730951
2022_05_24_abb11,10,spout03,sucrose20,43,21.5,21.5,0.7071067811865476
2022_05_24_abb11,10,spout04,sucrose00,7,3.5,3.5,0.7071067811865476
2022_05_24_abb11,10,spout05,sucrose05,8,4,4,1.4142135623730951
2022_05_24_abb11,20,spout01,sucrose30,38,19,19,1.4142135623730951
2022_05_24_abb11,20,spout02,sucrose10,17,8.5,8.5,7.7781745930520225
2022_05_24_abb11,20,spout03,sucrose20,43,21.5,21.5,0.7071067811865476
2022_05_24_abb11,20,spout04,sucrose00,8,4,4,1.4142135623730951
2022_05_24_abb11,20,spout05,sucrose05,8,4,4,0
2022_05_24_abb11,30,spout01,sucrose30,36,18,18,4.242640687119285
2022_05_24_abb11,30,spout02,sucrose10,15,7.5,7.5,10.606601717798213
2022_05_24_abb11,30,spout03,sucrose20,41,20.5,20.5,2.1213203435596424
2022_05_24_abb11,30,spout04,sucrose00,8,4,4,1.4142135623730951
2022_05_24_abb11,30,spout05,sucrose05,9,4.5,4.5,2.1213203435596424
2022_05_24_abb11,40,spout01,sucrose30,40,20,20,1.4142135623730951
2022_05_24_abb11,40,spout02,sucrose10,18,9,9,1.4142135623730951
2022_05_24_abb11,40,spout03,sucrose20,25,12.5,12.5,2.1213203435596424
2022_05_24_abb11,40,spout04,sucrose00,3,1.5,1.5,0.7071067811865476
2022_05_24_abb11,40,spout05,sucrose05,7,3.5,3.5,0.7071067811865476
2022_05_24_abb11,50,spout01,sucrose30,42,21,21,0
2022_05_24_abb11,50,spout02,sucrose10,10,5,5,1.4142135623730951
2022_05_24_abb11,50,spout03,sucrose20,38,19,19,1.4142135623730951
2022_05_24_abb11,50,spout04,sucrose00,4,2,2,1.4142135623730951
2022_05_24_abb11,50,spout05,sucrose05,9,4.5,4.5,0.7071067811865476
2022_05_24_abb11,60,spout01,sucrose30,33,16.5,16.5,2.1213203435596424
2022_05_24_abb11,60,spout02,sucrose10,3,1.5,1.5,2.1213203435596424
2022_05_24_abb11,60,spout03,sucrose20,10,5,5,7.0710678118654755
2022_05_24_abb11,60,spout04,sucrose00,5,2.5,2.5,0.7071067811865476
2022_05_24_abb11,60,spout05,sucrose05,11,5.5,5.5,2.1213203435596424
2022_05_24_abb11,70,spout01,sucrose30,20,10,10,14.142135623730951
2022_05_24_abb11,70,spout02,sucrose10,8,4,4,0
2022_05_24_abb11,70,spout03,sucrose20,41,20.5,20.5,0.7071067811865476
2022_05_24_abb11,70,spout04,sucrose00,0,0,0,0
2022_05_24_abb11,70,spout05,sucrose05,7,3.5,3.5,0.7071067811865476
2022_05_24_abb11,80,spout01,sucrose30,19,9.5,9.5,13.435028842544403
2022_05_24_abb11,80,spout02,sucrose10,7,3.5,3.5,4.949747468305833
2022_05_24_abb11,80,spout03,sucrose20,21,10.5,10.5,14.849242404917497
2022_05_24_abb11,80,spout04,sucrose00,3,1.5,1.5,2.1213203435596424
2022_05_24_abb11,80,spout05,sucrose05,6,3,3,0
2022_05_24_abb11,90,spout01,sucrose30,31,15.5,15.5,2.1213203435596424
2022_05_24_abb11,90,spout02,sucrose10,6,3,3,0
2022_05_24_abb11,90,spout03,sucrose20,31,15.5,15.5,3.5355339059327378
2022_05_24_abb11,90,spout04,sucrose00,0,0,0,0
2022_05_24_abb11,90,spout05,sucrose05,6,3,3,0
