blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_06_13_abb09,0,91,9.1,4.5,9.218941852994242
2022_06_13_abb09,10,129,12.9,14.5,9.12201244852862
2022_06_13_abb09,20,86,8.6,5,8.971560003081342
2022_06_13_abb09,30,95,9.5,3.5,10.51189802081432
2022_06_13_abb09,40,91,9.1,7.5,8.385834616913348
2022_06_13_abb09,50,52,5.2,1.5,6.957010852370434
2022_06_13_abb09,60,65,6.5,1.5,8.972179222463181
2022_06_13_abb09,70,58,5.8,1.5,8.011103405759894
2022_06_13_abb09,80,62,6.2,1.5,8.941787044856053
2022_06_13_abb09,90,101,10.1,8.5,9.848293704438799
