blockname,trial_split,spout,solution,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_31_abb10,0,spout01,sucrose30,40,20,20,0
2022_05_31_abb10,0,spout02,sucrose10,44,22,22,0
2022_05_31_abb10,0,spout03,sucrose20,45,22.5,22.5,0.7071067811865476
2022_05_31_abb10,0,spout04,sucrose00,25,12.5,12.5,6.363961030678928
2022_05_31_abb10,0,spout05,sucrose05,20,10,10,5.656854249492381
2022_05_31_abb10,10,spout01,sucrose30,37,18.5,18.5,0.7071067811865476
2022_05_31_abb10,10,spout02,sucrose10,13,6.5,6.5,3.5355339059327378
2022_05_31_abb10,10,spout03,sucrose20,44,22,22,1.4142135623730951
2022_05_31_abb10,10,spout04,sucrose00,25,12.5,12.5,7.7781745930520225
2022_05_31_abb10,10,spout05,sucrose05,28,14,14,5.656854249492381
2022_05_31_abb10,20,spout01,sucrose30,30,15,15,1.4142135623730951
2022_05_31_abb10,20,spout02,sucrose10,12,6,6,2.8284271247461903
2022_05_31_abb10,20,spout03,sucrose20,42,21,21,0
2022_05_31_abb10,20,spout04,sucrose00,15,7.5,7.5,0.7071067811865476
2022_05_31_abb10,20,spout05,sucrose05,14,7,7,5.656854249492381
2022_05_31_abb10,30,spout01,sucrose30,32,16,16,1.4142135623730951
2022_05_31_abb10,30,spout02,sucrose10,18,9,9,5.656854249492381
2022_05_31_abb10,30,spout03,sucrose20,26,13,13,1.4142135623730951
2022_05_31_abb10,30,spout04,sucrose00,7,3.5,3.5,0.7071067811865476
2022_05_31_abb10,30,spout05,sucrose05,8,4,4,2.8284271247461903
2022_05_31_abb10,40,spout01,sucrose30,35,17.5,17.5,0.7071067811865476
2022_05_31_abb10,40,spout02,sucrose10,11,5.5,5.5,2.1213203435596424
2022_05_31_abb10,40,spout03,sucrose20,31,15.5,15.5,3.5355339059327378
2022_05_31_abb10,40,spout04,sucrose00,10,5,5,0
2022_05_31_abb10,40,spout05,sucrose05,9,4.5,4.5,0.7071067811865476
2022_05_31_abb10,50,spout01,sucrose30,19,9.5,9.5,2.1213203435596424
2022_05_31_abb10,50,spout02,sucrose10,7,3.5,3.5,0.7071067811865476
2022_05_31_abb10,50,spout03,sucrose20,20,10,10,0
2022_05_31_abb10,50,spout04,sucrose00,13,6.5,6.5,2.1213203435596424
2022_05_31_abb10,50,spout05,sucrose05,6,3,3,0
2022_05_31_abb10,60,spout01,sucrose30,22,11,11,1.4142135623730951
2022_05_31_abb10,60,spout02,sucrose10,11,5.5,5.5,4.949747468305833
2022_05_31_abb10,60,spout03,sucrose20,25,12.5,12.5,0.7071067811865476
2022_05_31_abb10,60,spout04,sucrose00,7,3.5,3.5,2.1213203435596424
2022_05_31_abb10,60,spout05,sucrose05,7,3.5,3.5,0.7071067811865476
2022_05_31_abb10,70,spout01,sucrose30,11,5.5,5.5,7.7781745930520225
2022_05_31_abb10,70,spout02,sucrose10,2,1,1,1.4142135623730951
2022_05_31_abb10,70,spout03,sucrose20,30,15,15,4.242640687119285
2022_05_31_abb10,70,spout04,sucrose00,6,3,3,0
2022_05_31_abb10,70,spout05,sucrose05,7,3.5,3.5,2.1213203435596424
2022_05_31_abb10,80,spout01,sucrose30,17,8.5,8.5,4.949747468305833
2022_05_31_abb10,80,spout02,sucrose10,10,5,5,5.656854249492381
2022_05_31_abb10,80,spout03,sucrose20,15,7.5,7.5,0.7071067811865476
2022_05_31_abb10,80,spout04,sucrose00,3,1.5,1.5,2.1213203435596424
2022_05_31_abb10,80,spout05,sucrose05,0,0,0,0
2022_05_31_abb10,90,spout01,sucrose30,11,5.5,5.5,7.7781745930520225
2022_05_31_abb10,90,spout02,sucrose10,1,0.5,0.5,0.7071067811865476
2022_05_31_abb10,90,spout03,sucrose20,20,10,10,4.242640687119285
2022_05_31_abb10,90,spout04,sucrose00,5,2.5,2.5,0.7071067811865476
2022_05_31_abb10,90,spout05,sucrose05,6,3,3,0
