blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_06_08_abb08,0,127,12.7,11.5,7.832269431297958
2022_06_08_abb08,10,119,11.9,13.5,7.294594650226365
2022_06_08_abb08,20,108,10.8,12.5,5.116422361159971
2022_06_08_abb08,30,90,9,5,7.831560082980487
2022_06_08_abb08,40,97,9.7,5,8.718435129718584
2022_06_08_abb08,50,63,6.3,3.5,7.528464503321894
2022_06_08_abb08,60,80,8,4.5,7.803133273813083
2022_06_08_abb08,70,69,6.9,4,7.665941994736633
2022_06_08_abb08,80,56,5.6,3,7.290785661062569
2022_06_08_abb08,90,55,5.5,1.5,9.312476696465996
