blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_24_abb10,0,181,18.1,20,4.794672969962486
2022_05_24_abb10,10,196,19.6,20.5,2.796823595120404
2022_05_24_abb10,20,198,19.8,20.5,3.2591750830880843
2022_05_24_abb10,30,195,19.5,19.5,3.24037034920393
2022_05_24_abb10,40,180,18,17,3.197221015541813
2022_05_24_abb10,50,137,13.7,16.5,6.700746227100382
2022_05_24_abb10,60,162,16.2,15.5,3.675746333890726
2022_05_24_abb10,70,106,10.6,10.5,6.518350166176169
2022_05_24_abb10,80,85,8.5,8.5,5.104464277037851
2022_05_24_abb10,90,51,5.1,3,4.408325456829762
