blockname,trial_split,spout,solution,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_04_15_abb05,0,spout01,sucrose10,39,19.5,19.5,0.7071067811865476
2022_04_15_abb05,0,spout02,sucrose00,43,21.5,21.5,0.7071067811865476
2022_04_15_abb05,0,spout03,sucrose30,33,16.5,16.5,2.1213203435596424
2022_04_15_abb05,0,spout04,sucrose05,38,19,19,2.8284271247461903
2022_04_15_abb05,0,spout05,sucrose20,28,14,14,2.8284271247461903
2022_04_15_abb05,10,spout01,sucrose10,30,15,15,1.4142135623730951
2022_04_15_abb05,10,spout02,sucrose00,30,15,15,1.4142135623730951
2022_04_15_abb05,10,spout03,sucrose30,30,15,15,1.4142135623730951
2022_04_15_abb05,10,spout04,sucrose05,27,13.5,13.5,4.949747468305833
2022_04_15_abb05,10,spout05,sucrose20,28,14,14,0
2022_04_15_abb05,20,spout01,sucrose10,25,12.5,12.5,3.5355339059327378
2022_04_15_abb05,20,spout02,sucrose00,26,13,13,5.656854249492381
2022_04_15_abb05,20,spout03,sucrose30,30,15,15,1.4142135623730951
2022_04_15_abb05,20,spout04,sucrose05,16,8,8,0
2022_04_15_abb05,20,spout05,sucrose20,24,12,12,2.8284271247461903
2022_04_15_abb05,30,spout01,sucrose10,27,13.5,13.5,2.1213203435596424
2022_04_15_abb05,30,spout02,sucrose00,18,9,9,0
2022_04_15_abb05,30,spout03,sucrose30,21,10.5,10.5,3.5355339059327378
2022_04_15_abb05,30,spout04,sucrose05,19,9.5,9.5,2.1213203435596424
2022_04_15_abb05,30,spout05,sucrose20,13,6.5,6.5,2.1213203435596424
2022_04_15_abb05,40,spout01,sucrose10,24,12,12,5.656854249492381
2022_04_15_abb05,40,spout02,sucrose00,10,5,5,1.4142135623730951
2022_04_15_abb05,40,spout03,sucrose30,25,12.5,12.5,2.1213203435596424
2022_04_15_abb05,40,spout04,sucrose05,14,7,7,2.8284271247461903
2022_04_15_abb05,40,spout05,sucrose20,8,4,4,5.656854249492381
2022_04_15_abb05,50,spout01,sucrose10,16,8,8,0
2022_04_15_abb05,50,spout02,sucrose00,11,5.5,5.5,0.7071067811865476
2022_04_15_abb05,50,spout03,sucrose30,19,9.5,9.5,0.7071067811865476
2022_04_15_abb05,50,spout04,sucrose05,4,2,2,2.8284271247461903
2022_04_15_abb05,50,spout05,sucrose20,11,5.5,5.5,3.5355339059327378
2022_04_15_abb05,60,spout01,sucrose10,7,3.5,3.5,0.7071067811865476
2022_04_15_abb05,60,spout02,sucrose00,6,3,3,4.242640687119285
2022_04_15_abb05,60,spout03,sucrose30,17,8.5,8.5,0.7071067811865476
2022_04_15_abb05,60,spout04,sucrose05,12,6,6,2.8284271247461903
2022_04_15_abb05,60,spout05,sucrose20,6,3,3,4.242640687119285
2022_04_15_abb05,70,spout01,sucrose10,8,4,4,1.4142135623730951
2022_04_15_abb05,70,spout02,sucrose00,6,3,3,4.242640687119285
2022_04_15_abb05,70,spout03,sucrose30,19,9.5,9.5,3.5355339059327378
2022_04_15_abb05,70,spout04,sucrose05,6,3,3,0
2022_04_15_abb05,70,spout05,sucrose20,7,3.5,3.5,4.949747468305833
2022_04_15_abb05,80,spout01,sucrose10,13,6.5,6.5,9.192388155425117
2022_04_15_abb05,80,spout02,sucrose00,23,11.5,11.5,6.363961030678928
2022_04_15_abb05,80,spout03,sucrose30,9,4.5,4.5,6.363961030678928
2022_04_15_abb05,80,spout04,sucrose05,4,2,2,2.8284271247461903
2022_04_15_abb05,80,spout05,sucrose20,10,5,5,1.4142135623730951
2022_04_15_abb05,90,spout01,sucrose10,5,2.5,2.5,3.5355339059327378
2022_04_15_abb05,90,spout02,sucrose00,7,3.5,3.5,0.7071067811865476
2022_04_15_abb05,90,spout03,sucrose30,15,7.5,7.5,2.1213203435596424
2022_04_15_abb05,90,spout04,sucrose05,13,6.5,6.5,3.5355339059327378
2022_04_15_abb05,90,spout05,sucrose20,12,6,6,0
