blockname,spout,lick_count_trial_mean,lick_count_total,lick_ts_first_mean,lick_ts_last_mean,lick_ili_mean_mean,trial_lick_proportion,experiment,cohort,date,solution,solution_type,solution_value
2022_05_06_abb04,spout01,8.75,175,211.84615384615384,1969.3846153846155,165.44946026196027,0.65,abb,1,5/6/2022,sucrose05,sucrose,5
2022_05_06_abb04,spout02,14.6,292,399.55555555555554,2770.222222222222,159.05910317329082,0.9,abb,1,5/6/2022,sucrose20,sucrose,20
2022_05_06_abb04,spout03,8.35,167,223.76923076923077,2329.230769230769,181.23694003413902,0.65,abb,1,5/6/2022,sucrose00,sucrose,0
2022_05_06_abb04,spout04,13.8,276,247.8,2878.866666666667,155.50111538125606,0.75,abb,1,5/6/2022,sucrose30,sucrose,30
2022_05_06_abb04,spout05,13.3,266,239.8125,2550.0625,150.11036529895225,0.8,abb,1,5/6/2022,sucrose10,sucrose,10
