blockname,trial_split,lick_count_total,lick_count_mean,lick_count_median,lick_count_sd
2022_05_26_abb11,0,172,17.2,19.5,4.4671641514002545
2022_05_26_abb11,10,141,14.1,17.5,6.6072350915913045
2022_05_26_abb11,20,132,13.2,16.5,7.899367063252599
2022_05_26_abb11,30,93,9.3,5.5,7.7035345423022825
2022_05_26_abb11,40,84,8.4,7,7.411702458499891
2022_05_26_abb11,50,79,7.9,3.5,7.460265112953799
2022_05_26_abb11,60,19,1.9,0,3.414023367751831
2022_05_26_abb11,70,54,5.4,1.5,7.933053216343208
2022_05_26_abb11,80,50,5,3.5,6.0553007081949835
2022_05_26_abb11,90,34,3.4,1,6.022181221672648
