11 0
127 0
127 1
13 0
999 143
1 0
127 100
104 1
128 8000
129 13000
115 3000
117 5
118 180
15 0
13 10852
32 10992
42 10992
14 11026
32 11124
42 11124
14 11158
32 11364
42 11364
14 11398
32 11634
42 11634
14 11668
32 11878
42 11878
14 11912
32 12025
42 12025
14 12059
32 12137
42 12137
14 12171
32 12368
42 12368
14 12402
15 13852
11 13853
15 14053
130 14753
127 14753
127 2
13 22537
33 22674
43 22674
14 22699
15 25537
11 25538
15 25738
130 26438
127 26438
127 1
13 35502
32 35734
42 35734
14 35768
32 35978
42 35978
14 36012
32 36102
42 36102
14 36136
15 38502
11 38503
15 38703
130 39403
127 39403
127 4
13 50637
35 50784
45 50784
14 50795
35 51000
45 51000
14 51011
35 51220
45 51220
14 51231
35 51468
45 51468
14 51479
35 51607
45 51607
14 51618
35 51716
45 51716
14 51727
35 51962
45 51962
14 51973
35 52102
45 52102
14 52113
35 52230
45 52230
14 52241
35 52345
45 52345
14 52356
35 52489
45 52489
14 52500
35 52593
45 52593
14 52604
35 52737
45 52737
14 52748
35 52844
45 52844
14 52855
35 52995
45 52995
14 53006
35 53096
45 53096
14 53107
35 53227
45 53227
14 53238
35 53351
45 53351
14 53362
35 53482
45 53482
14 53493
35 53621
45 53621
14 53632
15 53637
11 53638
15 53838
130 54538
127 54538
127 2
13 64013
33 64142
43 64142
14 64167
33 64335
43 64335
14 64360
33 64551
43 64551
14 64576
33 64796
43 64796
14 64821
33 65043
43 65043
14 65068
33 65174
43 65174
14 65199
33 65549
43 65549
14 65574
33 65804
43 65804
14 65829
33 65955
43 65955
14 65980
33 66098
43 66098
14 66123
33 66345
43 66345
14 66370
33 66481
43 66481
14 66506
33 66613
43 66613
14 66638
33 66728
43 66728
14 66753
33 66872
43 66872
14 66897
15 67013
11 67014
15 67214
130 67914
127 67914
127 3
13 78140
34 78266
44 78266
14 78296
34 78738
44 78738
14 78768
34 79159
44 79159
14 79190
15 81140
11 81141
15 81341
130 82041
127 82041
127 4
13 90384
35 90499
45 90499
14 90510
35 90638
45 90638
14 90649
35 90746
45 90746
14 90757
35 90877
45 90877
14 90888
35 91082
45 91082
14 91094
35 91350
45 91350
14 91361
35 91461
45 91461
14 91472
35 91609
45 91609
14 91620
35 91713
45 91713
14 91724
35 91864
45 91864
14 91875
35 91968
45 91968
14 91979
35 92103
45 92103
14 92114
35 92254
45 92254
14 92265
35 92354
45 92354
14 92365
35 92486
45 92486
14 92497
35 92609
45 92609
14 92620
35 92744
45 92744
14 92755
35 92883
45 92883
14 92894
35 92988
45 92988
14 92999
35 93127
45 93127
14 93138
35 93251
45 93251
14 93262
35 93374
45 93374
15 93384
11 93385
14 93385
15 93585
130 94285
127 94285
127 0
13 103327
31 103566
41 103566
14 103584
31 103806
41 103806
14 103824
15 106327
11 106328
15 106528
130 107228
127 107228
127 3
13 119243
34 119376
44 119376
14 119406
34 119640
44 119640
14 119670
34 119895
44 119895
14 119925
15 122243
11 122244
15 122444
130 123144
127 123144
127 0
13 132038
31 132205
41 132205
14 132224
31 132313
41 132313
14 132331
31 132552
41 132552
14 132570
31 132649
41 132649
14 132667
31 132896
41 132896
14 132914
31 133136
41 133136
14 133154
31 133376
41 133376
14 133394
31 133515
41 133515
14 133533
31 133639
41 133639
14 133657
31 133890
41 133890
14 133908
31 134140
41 134140
14 134158
31 134277
41 134277
14 134295
31 134401
41 134401
14 134419
31 134528
41 134528
14 134546
31 134656
41 134656
14 134674
31 134782
41 134782
14 134800
31 134915
41 134915
14 134933
15 135038
11 135040
15 135240
130 135940
127 135940
127 4
13 144829
35 144958
45 144958
14 144969
35 145085
45 145085
14 145096
35 145189
45 145189
14 145200
35 145414
45 145414
14 145425
35 145649
45 145649
14 145660
35 145784
45 145784
14 145795
35 145904
45 145904
14 145915
35 146039
45 146039
14 146050
35 146144
45 146144
14 146155
35 146283
45 146283
14 146294
35 146392
45 146392
14 146403
35 146519
45 146519
14 146530
35 146638
45 146638
14 146649
35 146762
45 146762
14 146774
35 146886
45 146886
14 146897
35 147010
45 147010
14 147021
35 147137
45 147137
14 147148
35 147261
45 147261
14 147272
35 147400
45 147400
14 147411
35 147531
45 147531
14 147542
35 147640
45 147640
14 147651
35 147779
45 147779
14 147790
15 147829
11 147830
15 148030
130 148730
127 148730
127 3
13 156547
34 156698
44 156698
14 156728
15 159547
11 159548
15 159748
130 160448
127 160448
127 3
13 170845
34 170981
44 170981
14 171011
15 173845
11 173846
15 174046
130 174746
127 174746
127 2
13 183452
33 183714
43 183714
14 183739
33 183954
43 183954
14 183979
