blockname,date,event_key,event_id,event_id_char,event_ts
2022_04_18_abb05,2022_04_18,1,11,break_engaged,0
2022_04_18_abb05,2022_04_18,1,13,spout_extended,0
2022_04_18_abb05,2022_04_18,1,1,start_session,0
2022_04_18_abb05,2022_04_18,1,15,spout_retracted,0
2022_04_18_abb05,2022_04_18,1,13,spout_extended,10431
2022_04_18_abb05,2022_04_18,1,31,lick,10648
2022_04_18_abb05,2022_04_18,1,41,sol_onset_01,10648
2022_04_18_abb05,2022_04_18,1,14,sol_offset,10667
2022_04_18_abb05,2022_04_18,1,31,lick,12010
2022_04_18_abb05,2022_04_18,1,41,sol_onset_01,12010
2022_04_18_abb05,2022_04_18,1,14,sol_offset,12028
2022_04_18_abb05,2022_04_18,1,31,lick,12149
2022_04_18_abb05,2022_04_18,1,41,sol_onset_01,12149
2022_04_18_abb05,2022_04_18,1,14,sol_offset,12167
2022_04_18_abb05,2022_04_18,1,31,lick,12265
2022_04_18_abb05,2022_04_18,1,41,sol_onset_01,12265
2022_04_18_abb05,2022_04_18,1,14,sol_offset,12283
2022_04_18_abb05,2022_04_18,1,31,lick,12489
2022_04_18_abb05,2022_04_18,1,41,sol_onset_01,12489
2022_04_18_abb05,2022_04_18,1,14,sol_offset,12507
2022_04_18_abb05,2022_04_18,1,31,lick,12609
2022_04_18_abb05,2022_04_18,1,41,sol_onset_01,12609
2022_04_18_abb05,2022_04_18,1,14,sol_offset,12627
2022_04_18_abb05,2022_04_18,1,31,lick,12733
2022_04_18_abb05,2022_04_18,1,41,sol_onset_01,12733
2022_04_18_abb05,2022_04_18,1,14,sol_offset,12751
2022_04_18_abb05,2022_04_18,1,31,lick,12849
2022_04_18_abb05,2022_04_18,1,41,sol_onset_01,12849
2022_04_18_abb05,2022_04_18,1,14,sol_offset,12867
2022_04_18_abb05,2022_04_18,1,31,lick,12969
2022_04_18_abb05,2022_04_18,1,41,sol_onset_01,12969
2022_04_18_abb05,2022_04_18,1,14,sol_offset,12987
2022_04_18_abb05,2022_04_18,1,31,lick,13105
2022_04_18_abb05,2022_04_18,1,41,sol_onset_01,13105
2022_04_18_abb05,2022_04_18,1,14,sol_offset,13123
2022_04_18_abb05,2022_04_18,1,31,lick,13224
2022_04_18_abb05,2022_04_18,1,41,sol_onset_01,13224
2022_04_18_abb05,2022_04_18,1,14,sol_offset,13242
2022_04_18_abb05,2022_04_18,1,31,lick,13344
2022_04_18_abb05,2022_04_18,1,41,sol_onset_01,13344
2022_04_18_abb05,2022_04_18,1,14,sol_offset,13362
2022_04_18_abb05,2022_04_18,1,15,spout_retracted,13431
2022_04_18_abb05,2022_04_18,1,11,break_engaged,13432
2022_04_18_abb05,2022_04_18,1,15,spout_retracted,13632
2022_04_18_abb05,2022_04_18,1,130,radial_in_pos,14332
2022_04_18_abb05,2022_04_18,1,13,spout_extended,25016
2022_04_18_abb05,2022_04_18,1,35,lick_05,25275
2022_04_18_abb05,2022_04_18,1,45,sol_onset_05,25275
2022_04_18_abb05,2022_04_18,1,14,sol_offset,25288
2022_04_18_abb05,2022_04_18,1,35,lick_05,25379
2022_04_18_abb05,2022_04_18,1,45,sol_onset_05,25379
2022_04_18_abb05,2022_04_18,1,14,sol_offset,25392
2022_04_18_abb05,2022_04_18,1,35,lick_05,25488
2022_04_18_abb05,2022_04_18,1,45,sol_onset_05,25488
2022_04_18_abb05,2022_04_18,1,14,sol_offset,25501
2022_04_18_abb05,2022_04_18,1,35,lick_05,25588
2022_04_18_abb05,2022_04_18,1,45,sol_onset_05,25588
2022_04_18_abb05,2022_04_18,1,14,sol_offset,25601
2022_04_18_abb05,2022_04_18,1,35,lick_05,25696
2022_04_18_abb05,2022_04_18,1,45,sol_onset_05,25696
2022_04_18_abb05,2022_04_18,1,14,sol_offset,25709
2022_04_18_abb05,2022_04_18,1,35,lick_05,25804
2022_04_18_abb05,2022_04_18,1,45,sol_onset_05,25804
2022_04_18_abb05,2022_04_18,1,14,sol_offset,25817
2022_04_18_abb05,2022_04_18,1,35,lick_05,25928
2022_04_18_abb05,2022_04_18,1,45,sol_onset_05,25928
2022_04_18_abb05,2022_04_18,1,14,sol_offset,25942
2022_04_18_abb05,2022_04_18,1,35,lick_05,26157
2022_04_18_abb05,2022_04_18,1,45,sol_onset_05,26157
2022_04_18_abb05,2022_04_18,1,14,sol_offset,26170
2022_04_18_abb05,2022_04_18,1,35,lick_05,26272
2022_04_18_abb05,2022_04_18,1,45,sol_onset_05,26272
