blockname,date,event_key,event_id,event_id_char,event_ts
2022_04_28_abb05,2022_04_28,1,11,break_engaged,0
2022_04_28_abb05,2022_04_28,1,13,spout_extended,0
2022_04_28_abb05,2022_04_28,1,1,start_session,0
2022_04_28_abb05,2022_04_28,1,15,spout_retracted,0
2022_04_28_abb05,2022_04_28,1,13,spout_extended,10431
2022_04_28_abb05,2022_04_28,1,34,lick_04,10791
2022_04_28_abb05,2022_04_28,1,44,sol_onset_04,10791
2022_04_28_abb05,2022_04_28,1,14,sol_offset,10819
2022_04_28_abb05,2022_04_28,1,34,lick_04,11062
2022_04_28_abb05,2022_04_28,1,44,sol_onset_04,11062
2022_04_28_abb05,2022_04_28,1,14,sol_offset,11090
2022_04_28_abb05,2022_04_28,1,34,lick_04,11286
2022_04_28_abb05,2022_04_28,1,44,sol_onset_04,11286
2022_04_28_abb05,2022_04_28,1,14,sol_offset,11314
2022_04_28_abb05,2022_04_28,1,34,lick_04,11392
2022_04_28_abb05,2022_04_28,1,44,sol_onset_04,11392
2022_04_28_abb05,2022_04_28,1,14,sol_offset,11420
2022_04_28_abb05,2022_04_28,1,34,lick_04,11511
2022_04_28_abb05,2022_04_28,1,44,sol_onset_04,11511
2022_04_28_abb05,2022_04_28,1,14,sol_offset,11539
2022_04_28_abb05,2022_04_28,1,34,lick_04,11638
2022_04_28_abb05,2022_04_28,1,44,sol_onset_04,11638
2022_04_28_abb05,2022_04_28,1,14,sol_offset,11666
2022_04_28_abb05,2022_04_28,1,34,lick_04,11754
2022_04_28_abb05,2022_04_28,1,44,sol_onset_04,11754
2022_04_28_abb05,2022_04_28,1,14,sol_offset,11782
2022_04_28_abb05,2022_04_28,1,34,lick_04,11882
2022_04_28_abb05,2022_04_28,1,44,sol_onset_04,11882
2022_04_28_abb05,2022_04_28,1,14,sol_offset,11910
2022_04_28_abb05,2022_04_28,1,34,lick_04,11978
2022_04_28_abb05,2022_04_28,1,44,sol_onset_04,11978
2022_04_28_abb05,2022_04_28,1,14,sol_offset,12006
2022_04_28_abb05,2022_04_28,1,34,lick_04,12130
2022_04_28_abb05,2022_04_28,1,44,sol_onset_04,12130
2022_04_28_abb05,2022_04_28,1,14,sol_offset,12158
2022_04_28_abb05,2022_04_28,1,34,lick_04,12230
2022_04_28_abb05,2022_04_28,1,44,sol_onset_04,12230
2022_04_28_abb05,2022_04_28,1,14,sol_offset,12258
2022_04_28_abb05,2022_04_28,1,34,lick_04,12381
2022_04_28_abb05,2022_04_28,1,44,sol_onset_04,12381
2022_04_28_abb05,2022_04_28,1,14,sol_offset,12409
2022_04_28_abb05,2022_04_28,1,34,lick_04,12500
2022_04_28_abb05,2022_04_28,1,44,sol_onset_04,12500
2022_04_28_abb05,2022_04_28,1,14,sol_offset,12528
2022_04_28_abb05,2022_04_28,1,34,lick_04,12609
2022_04_28_abb05,2022_04_28,1,44,sol_onset_04,12609
2022_04_28_abb05,2022_04_28,1,14,sol_offset,12637
2022_04_28_abb05,2022_04_28,1,34,lick_04,12740
2022_04_28_abb05,2022_04_28,1,44,sol_onset_04,12740
2022_04_28_abb05,2022_04_28,1,14,sol_offset,12768
2022_04_28_abb05,2022_04_28,1,34,lick_04,12883
2022_04_28_abb05,2022_04_28,1,44,sol_onset_04,12883
2022_04_28_abb05,2022_04_28,1,14,sol_offset,12911
2022_04_28_abb05,2022_04_28,1,34,lick_04,13015
2022_04_28_abb05,2022_04_28,1,44,sol_onset_04,13015
2022_04_28_abb05,2022_04_28,1,14,sol_offset,13043
2022_04_28_abb05,2022_04_28,1,34,lick_04,13123
2022_04_28_abb05,2022_04_28,1,44,sol_onset_04,13123
2022_04_28_abb05,2022_04_28,1,14,sol_offset,13151
2022_04_28_abb05,2022_04_28,1,34,lick_04,13254
