blockname,date,event_key,event_id,event_id_char,event_ts
2022_06_15_abb07,2022_06_15,1,11,break_engaged,0
2022_06_15_abb07,2022_06_15,1,13,spout_extended,0
2022_06_15_abb07,2022_06_15,1,1,start_session,0
2022_06_15_abb07,2022_06_15,1,15,spout_retracted,0
2022_06_15_abb07,2022_06_15,1,13,spout_extended,10852
2022_06_15_abb07,2022_06_15,1,32,lick_02,10980
2022_06_15_abb07,2022_06_15,1,42,sol_onset_02,10980
2022_06_15_abb07,2022_06_15,1,14,sol_offset,11014
2022_06_15_abb07,2022_06_15,1,32,lick_02,11112
2022_06_15_abb07,2022_06_15,1,42,sol_onset_02,11112
2022_06_15_abb07,2022_06_15,1,14,sol_offset,11146
2022_06_15_abb07,2022_06_15,1,32,lick_02,11231
2022_06_15_abb07,2022_06_15,1,42,sol_onset_02,11231
2022_06_15_abb07,2022_06_15,1,14,sol_offset,11265
2022_06_15_abb07,2022_06_15,1,32,lick_02,11359
2022_06_15_abb07,2022_06_15,1,42,sol_onset_02,11359
2022_06_15_abb07,2022_06_15,1,14,sol_offset,11393
2022_06_15_abb07,2022_06_15,1,32,lick_02,11483
2022_06_15_abb07,2022_06_15,1,42,sol_onset_02,11483
2022_06_15_abb07,2022_06_15,1,14,sol_offset,11517
2022_06_15_abb07,2022_06_15,1,32,lick_02,11606
2022_06_15_abb07,2022_06_15,1,42,sol_onset_02,11606
2022_06_15_abb07,2022_06_15,1,14,sol_offset,11640
2022_06_15_abb07,2022_06_15,1,32,lick_02,11721
2022_06_15_abb07,2022_06_15,1,42,sol_onset_02,11721
2022_06_15_abb07,2022_06_15,1,14,sol_offset,11755
2022_06_15_abb07,2022_06_15,1,32,lick_02,11842
2022_06_15_abb07,2022_06_15,1,42,sol_onset_02,11842
2022_06_15_abb07,2022_06_15,1,14,sol_offset,11876
2022_06_15_abb07,2022_06_15,1,32,lick_02,11961
2022_06_15_abb07,2022_06_15,1,42,sol_onset_02,11961
2022_06_15_abb07,2022_06_15,1,14,sol_offset,11995
2022_06_15_abb07,2022_06_15,1,32,lick_02,12093
