blockname,date,event_key,param_dynamic,param_ts,param_value
2022_06_17_abb08,2022_06_17,1,current_pos,0,2
2022_06_17_abb08,2022_06_17,1,current_pos,100,NA
2022_06_17_abb08,2022_06_17,1,current_pos,14753,0
2022_06_17_abb08,2022_06_17,1,current_pos,26438,1
2022_06_17_abb08,2022_06_17,1,current_pos,39403,3
2022_06_17_abb08,2022_06_17,1,current_pos,54538,4
2022_06_17_abb08,2022_06_17,1,current_pos,67914,4
2022_06_17_abb08,2022_06_17,1,current_pos,82041,0
2022_06_17_abb08,2022_06_17,1,current_pos,94285,1
2022_06_17_abb08,2022_06_17,1,current_pos,107228,2
2022_06_17_abb08,2022_06_17,1,current_pos,123144,3
2022_06_17_abb08,2022_06_17,1,current_pos,135940,4
2022_06_17_abb08,2022_06_17,1,current_pos,148730,3
2022_06_17_abb08,2022_06_17,1,current_pos,160448,2
2022_06_17_abb08,2022_06_17,1,current_pos,174746,1
2022_06_17_abb08,2022_06_17,1,current_pos,187354,0
2022_06_17_abb08,2022_06_17,1,current_pos,201804,1
2022_06_17_abb08,2022_06_17,1,current_pos,215302,2
2022_06_17_abb08,2022_06_17,1,current_pos,230950,4
2022_06_17_abb08,2022_06_17,1,current_pos,244853,3
2022_06_17_abb08,2022_06_17,1,current_pos,256044,0
2022_06_17_abb08,2022_06_17,1,current_pos,270113,1
2022_06_17_abb08,2022_06_17,1,current_pos,283467,4
2022_06_17_abb08,2022_06_17,1,current_pos,295699,1
2022_06_17_abb08,2022_06_17,1,current_pos,309191,3
2022_06_17_abb08,2022_06_17,1,current_pos,323608,2
2022_06_17_abb08,2022_06_17,1,current_pos,335672,4
2022_06_17_abb08,2022_06_17,1,current_pos,348297,0
2022_06_17_abb08,2022_06_17,1,current_pos,359581,2
2022_06_17_abb08,2022_06_17,1,current_pos,372395,3
2022_06_17_abb08,2022_06_17,1,current_pos,385063,0
2022_06_17_abb08,2022_06_17,1,current_pos,399788,2
2022_06_17_abb08,2022_06_17,1,current_pos,412868,1
2022_06_17_abb08,2022_06_17,1,current_pos,425200,0
2022_06_17_abb08,2022_06_17,1,current_pos,436674,4
2022_06_17_abb08,2022_06_17,1,current_pos,450146,3
2022_06_17_abb08,2022_06_17,1,current_pos,465266,2
2022_06_17_abb08,2022_06_17,1,current_pos,477733,4
2022_06_17_abb08,2022_06_17,1,current_pos,492652,3
2022_06_17_abb08,2022_06_17,1,current_pos,507753,1
2022_06_17_abb08,2022_06_17,1,current_pos,521693,0
2022_06_17_abb08,2022_06_17,1,current_pos,533776,2
2022_06_17_abb08,2022_06_17,1,current_pos,547159,3
2022_06_17_abb08,2022_06_17,1,current_pos,560235,0
2022_06_17_abb08,2022_06_17,1,current_pos,574778,0
2022_06_17_abb08,2022_06_17,1,current_pos,590058,1
2022_06_17_abb08,2022_06_17,1,current_pos,601771,4
2022_06_17_abb08,2022_06_17,1,current_pos,615533,3
2022_06_17_abb08,2022_06_17,1,current_pos,628016,2
2022_06_17_abb08,2022_06_17,1,current_pos,643597,4
2022_06_17_abb08,2022_06_17,1,current_pos,658835,1
2022_06_17_abb08,2022_06_17,1,current_pos,673557,3
2022_06_17_abb08,2022_06_17,1,current_pos,686896,0
2022_06_17_abb08,2022_06_17,1,current_pos,702028,2
2022_06_17_abb08,2022_06_17,1,current_pos,717075,1
2022_06_17_abb08,2022_06_17,1,current_pos,732666,1
2022_06_17_abb08,2022_06_17,1,current_pos,745982,4
2022_06_17_abb08,2022_06_17,1,current_pos,759038,0
2022_06_17_abb08,2022_06_17,1,current_pos,773938,4
2022_06_17_abb08,2022_06_17,1,current_pos,786417,2
2022_06_17_abb08,2022_06_17,1,current_pos,798285,3
2022_06_17_abb08,2022_06_17,1,current_pos,813172,3
2022_06_17_abb08,2022_06_17,1,current_pos,829045,3
2022_06_17_abb08,2022_06_17,1,current_pos,840728,2
2022_06_17_abb08,2022_06_17,1,current_pos,853517,0
2022_06_17_abb08,2022_06_17,1,current_pos,866048,4
2022_06_17_abb08,2022_06_17,1,current_pos,880074,2
2022_06_17_abb08,2022_06_17,1,current_pos,894877,4
2022_06_17_abb08,2022_06_17,1,current_pos,908797,0
2022_06_17_abb08,2022_06_17,1,current_pos,922452,1
2022_06_17_abb08,2022_06_17,1,current_pos,934649,1
2022_06_17_abb08,2022_06_17,1,current_pos,949733,2
2022_06_17_abb08,2022_06_17,1,current_pos,965615,1
2022_06_17_abb08,2022_06_17,1,current_pos,978282,4
2022_06_17_abb08,2022_06_17,1,current_pos,991502,4
2022_06_17_abb08,2022_06_17,1,current_pos,1004664,0
2022_06_17_abb08,2022_06_17,1,current_pos,1016994,3
2022_06_17_abb08,2022_06_17,1,current_pos,1030205,1
2022_06_17_abb08,2022_06_17,1,current_pos,1042403,0
2022_06_17_abb08,2022_06_17,1,current_pos,1054512,2
2022_06_17_abb08,2022_06_17,1,current_pos,1069008,3
2022_06_17_abb08,2022_06_17,1,current_pos,1080948,1
2022_06_17_abb08,2022_06_17,1,current_pos,1093168,0
2022_06_17_abb08,2022_06_17,1,current_pos,1108214,2
2022_06_17_abb08,2022_06_17,1,current_pos,1121576,4
2022_06_17_abb08,2022_06_17,1,current_pos,1132912,2
2022_06_17_abb08,2022_06_17,1,current_pos,1146758,4
2022_06_17_abb08,2022_06_17,1,current_pos,1162501,3
2022_06_17_abb08,2022_06_17,1,current_pos,1177241,3
2022_06_17_abb08,2022_06_17,1,current_pos,1191933,1
2022_06_17_abb08,2022_06_17,1,current_pos,1207124,0
2022_06_17_abb08,2022_06_17,1,current_pos,1220663,3
2022_06_17_abb08,2022_06_17,1,current_pos,1232284,3
2022_06_17_abb08,2022_06_17,1,current_pos,1247861,4
2022_06_17_abb08,2022_06_17,1,current_pos,1260051,2
2022_06_17_abb08,2022_06_17,1,current_pos,1273322,0
2022_06_17_abb08,2022_06_17,1,current_pos,1285915,1
2022_06_17_abb08,2022_06_17,1,current_pos,1297596,2
2022_06_17_abb08,2022_06_17,1,current_pos,1308959,4
2022_06_17_abb08,2022_06_17,1,current_pos,1322088,0
2022_06_17_abb08,2022_06_17,1,current_pos,1336357,1
2022_06_17_abb08,2022_06_17,1,current_tone,NA,13000
