blockname,date,event_key,param_dynamic,param_ts,param_value
2022_06_14_abb07,2022_06_14,1,current_pos,0,4
2022_06_14_abb07,2022_06_14,1,current_pos,100,NA
2022_06_14_abb07,2022_06_14,1,current_pos,14753,0
2022_06_14_abb07,2022_06_14,1,current_pos,26438,3
2022_06_14_abb07,2022_06_14,1,current_pos,39403,1
2022_06_14_abb07,2022_06_14,1,current_pos,54538,1
2022_06_14_abb07,2022_06_14,1,current_pos,67914,0
2022_06_14_abb07,2022_06_14,1,current_pos,82041,2
2022_06_14_abb07,2022_06_14,1,current_pos,94285,3
2022_06_14_abb07,2022_06_14,1,current_pos,107228,4
2022_06_14_abb07,2022_06_14,1,current_pos,123144,2
2022_06_14_abb07,2022_06_14,1,current_pos,135940,3
2022_06_14_abb07,2022_06_14,1,current_pos,148730,0
2022_06_14_abb07,2022_06_14,1,current_pos,160448,1
2022_06_14_abb07,2022_06_14,1,current_pos,174746,4
2022_06_14_abb07,2022_06_14,1,current_pos,187354,2
2022_06_14_abb07,2022_06_14,1,current_pos,201804,4
2022_06_14_abb07,2022_06_14,1,current_pos,215302,2
2022_06_14_abb07,2022_06_14,1,current_pos,230950,0
2022_06_14_abb07,2022_06_14,1,current_pos,244853,1
2022_06_14_abb07,2022_06_14,1,current_pos,256044,3
2022_06_14_abb07,2022_06_14,1,current_pos,270113,3
2022_06_14_abb07,2022_06_14,1,current_pos,283467,1
2022_06_14_abb07,2022_06_14,1,current_pos,295699,2
2022_06_14_abb07,2022_06_14,1,current_pos,309191,2
2022_06_14_abb07,2022_06_14,1,current_pos,323608,3
2022_06_14_abb07,2022_06_14,1,current_pos,335672,0
2022_06_14_abb07,2022_06_14,1,current_pos,348297,0
2022_06_14_abb07,2022_06_14,1,current_pos,359581,4
2022_06_14_abb07,2022_06_14,1,current_pos,372395,1
2022_06_14_abb07,2022_06_14,1,current_pos,385063,4
2022_06_14_abb07,2022_06_14,1,current_pos,399788,2
2022_06_14_abb07,2022_06_14,1,current_pos,412868,2
2022_06_14_abb07,2022_06_14,1,current_pos,425200,0
2022_06_14_abb07,2022_06_14,1,current_pos,436674,4
2022_06_14_abb07,2022_06_14,1,current_pos,450146,1
2022_06_14_abb07,2022_06_14,1,current_pos,465266,3
2022_06_14_abb07,2022_06_14,1,current_pos,477733,3
2022_06_14_abb07,2022_06_14,1,current_pos,492652,1
2022_06_14_abb07,2022_06_14,1,current_pos,507753,4
2022_06_14_abb07,2022_06_14,1,current_pos,521693,0
2022_06_14_abb07,2022_06_14,1,current_pos,533776,0
2022_06_14_abb07,2022_06_14,1,current_pos,547159,4
2022_06_14_abb07,2022_06_14,1,current_pos,560235,1
2022_06_14_abb07,2022_06_14,1,current_pos,574778,2
2022_06_14_abb07,2022_06_14,1,current_pos,590058,3
2022_06_14_abb07,2022_06_14,1,current_pos,601771,4
2022_06_14_abb07,2022_06_14,1,current_pos,615533,2
2022_06_14_abb07,2022_06_14,1,current_pos,628016,0
2022_06_14_abb07,2022_06_14,1,current_pos,643597,1
2022_06_14_abb07,2022_06_14,1,current_pos,658835,3
2022_06_14_abb07,2022_06_14,1,current_pos,673557,2
2022_06_14_abb07,2022_06_14,1,current_pos,686896,2
2022_06_14_abb07,2022_06_14,1,current_pos,702028,0
2022_06_14_abb07,2022_06_14,1,current_pos,717075,1
2022_06_14_abb07,2022_06_14,1,current_pos,732666,1
2022_06_14_abb07,2022_06_14,1,current_pos,745982,4
2022_06_14_abb07,2022_06_14,1,current_pos,759038,3
2022_06_14_abb07,2022_06_14,1,current_pos,773938,0
2022_06_14_abb07,2022_06_14,1,current_pos,786417,3
2022_06_14_abb07,2022_06_14,1,current_pos,798285,4
2022_06_14_abb07,2022_06_14,1,current_pos,813172,0
2022_06_14_abb07,2022_06_14,1,current_pos,829045,2
2022_06_14_abb07,2022_06_14,1,current_pos,840728,3
2022_06_14_abb07,2022_06_14,1,current_pos,853517,1
2022_06_14_abb07,2022_06_14,1,current_pos,866048,1
2022_06_14_abb07,2022_06_14,1,current_pos,880074,2
2022_06_14_abb07,2022_06_14,1,current_pos,894877,3
2022_06_14_abb07,2022_06_14,1,current_pos,908797,0
2022_06_14_abb07,2022_06_14,1,current_pos,922452,4
2022_06_14_abb07,2022_06_14,1,current_pos,934649,4
2022_06_14_abb07,2022_06_14,1,current_pos,949733,4
2022_06_14_abb07,2022_06_14,1,current_pos,965615,3
2022_06_14_abb07,2022_06_14,1,current_pos,978282,3
2022_06_14_abb07,2022_06_14,1,current_pos,991502,0
2022_06_14_abb07,2022_06_14,1,current_pos,1004664,2
2022_06_14_abb07,2022_06_14,1,current_pos,1016994,4
2022_06_14_abb07,2022_06_14,1,current_pos,1030205,1
2022_06_14_abb07,2022_06_14,1,current_pos,1042403,0
2022_06_14_abb07,2022_06_14,1,current_pos,1054512,2
2022_06_14_abb07,2022_06_14,1,current_pos,1069008,1
2022_06_14_abb07,2022_06_14,1,current_pos,1080948,3
2022_06_14_abb07,2022_06_14,1,current_pos,1093168,2
2022_06_14_abb07,2022_06_14,1,current_pos,1108214,0
2022_06_14_abb07,2022_06_14,1,current_pos,1121576,4
2022_06_14_abb07,2022_06_14,1,current_pos,1132912,1
2022_06_14_abb07,2022_06_14,1,current_pos,1146758,2
2022_06_14_abb07,2022_06_14,1,current_pos,1162501,0
2022_06_14_abb07,2022_06_14,1,current_pos,1177241,4
2022_06_14_abb07,2022_06_14,1,current_pos,1191933,1
2022_06_14_abb07,2022_06_14,1,current_pos,1207124,3
2022_06_14_abb07,2022_06_14,1,current_pos,1220663,2
2022_06_14_abb07,2022_06_14,1,current_pos,1232284,3
2022_06_14_abb07,2022_06_14,1,current_pos,1247861,1
2022_06_14_abb07,2022_06_14,1,current_pos,1260051,4
2022_06_14_abb07,2022_06_14,1,current_pos,1273322,1
2022_06_14_abb07,2022_06_14,1,current_pos,1285915,2
