blockname,date,event_key,param_dynamic,param_ts,param_value
2022_06_13_abb10,2022_06_13,1,current_pos,0,0
2022_06_13_abb10,2022_06_13,1,current_pos,100,NA
2022_06_13_abb10,2022_06_13,1,current_pos,12947,1
2022_06_13_abb10,2022_06_13,1,current_pos,24383,0
2022_06_13_abb10,2022_06_13,1,current_pos,35922,2
2022_06_13_abb10,2022_06_13,1,current_pos,47399,4
2022_06_13_abb10,2022_06_13,1,current_pos,60492,4
2022_06_13_abb10,2022_06_13,1,current_pos,73348,3
2022_06_13_abb10,2022_06_13,1,current_pos,88047,1
2022_06_13_abb10,2022_06_13,1,current_pos,100112,3
2022_06_13_abb10,2022_06_13,1,current_pos,111752,2
2022_06_13_abb10,2022_06_13,1,current_pos,125485,0
2022_06_13_abb10,2022_06_13,1,current_pos,137483,2
2022_06_13_abb10,2022_06_13,1,current_pos,149683,1
2022_06_13_abb10,2022_06_13,1,current_pos,163136,4
2022_06_13_abb10,2022_06_13,1,current_pos,177701,1
2022_06_13_abb10,2022_06_13,1,current_pos,189165,0
2022_06_13_abb10,2022_06_13,1,current_pos,205160,4
2022_06_13_abb10,2022_06_13,1,current_pos,217128,3
2022_06_13_abb10,2022_06_13,1,current_pos,229302,2
2022_06_13_abb10,2022_06_13,1,current_pos,245300,3
2022_06_13_abb10,2022_06_13,1,current_pos,256757,2
2022_06_13_abb10,2022_06_13,1,current_pos,269455,2
2022_06_13_abb10,2022_06_13,1,current_pos,282164,4
2022_06_13_abb10,2022_06_13,1,current_pos,297947,1
2022_06_13_abb10,2022_06_13,1,current_pos,313854,3
2022_06_13_abb10,2022_06_13,1,current_pos,326358,0
2022_06_13_abb10,2022_06_13,1,current_pos,338050,1
2022_06_13_abb10,2022_06_13,1,current_pos,351236,3
2022_06_13_abb10,2022_06_13,1,current_pos,362417,4
2022_06_13_abb10,2022_06_13,1,current_pos,376918,0
2022_06_13_abb10,2022_06_13,1,current_pos,391307,4
2022_06_13_abb10,2022_06_13,1,current_pos,403937,2
2022_06_13_abb10,2022_06_13,1,current_pos,417090,1
2022_06_13_abb10,2022_06_13,1,current_pos,430052,1
2022_06_13_abb10,2022_06_13,1,current_pos,444257,0
2022_06_13_abb10,2022_06_13,1,current_pos,455567,2
2022_06_13_abb10,2022_06_13,1,current_pos,469048,0
2022_06_13_abb10,2022_06_13,1,current_pos,482988,4
2022_06_13_abb10,2022_06_13,1,current_pos,498940,3
2022_06_13_abb10,2022_06_13,1,current_pos,509948,3
