blockname,date,event_key,event_id,event_id_char,event_ts
2022_06_08_abb07,2022_06_08,1,11,break_engaged,0
2022_06_08_abb07,2022_06_08,1,13,spout_extended,0
2022_06_08_abb07,2022_06_08,1,1,start_session,0
2022_06_08_abb07,2022_06_08,1,15,spout_retracted,0
2022_06_08_abb07,2022_06_08,1,13,spout_extended,9046
2022_06_08_abb07,2022_06_08,1,35,lick_05,9192
2022_06_08_abb07,2022_06_08,1,45,sol_onset_05,9192
2022_06_08_abb07,2022_06_08,1,14,sol_offset,9203
2022_06_08_abb07,2022_06_08,1,35,lick_05,9319
2022_06_08_abb07,2022_06_08,1,45,sol_onset_05,9319
2022_06_08_abb07,2022_06_08,1,14,sol_offset,9330
2022_06_08_abb07,2022_06_08,1,35,lick_05,9427
2022_06_08_abb07,2022_06_08,1,45,sol_onset_05,9427
2022_06_08_abb07,2022_06_08,1,14,sol_offset,9438
2022_06_08_abb07,2022_06_08,1,35,lick_05,9540
2022_06_08_abb07,2022_06_08,1,45,sol_onset_05,9540
2022_06_08_abb07,2022_06_08,1,14,sol_offset,9551
2022_06_08_abb07,2022_06_08,1,35,lick_05,9644
2022_06_08_abb07,2022_06_08,1,45,sol_onset_05,9644
2022_06_08_abb07,2022_06_08,1,14,sol_offset,9655
2022_06_08_abb07,2022_06_08,1,35,lick_05,9752
2022_06_08_abb07,2022_06_08,1,45,sol_onset_05,9752
2022_06_08_abb07,2022_06_08,1,14,sol_offset,9763
2022_06_08_abb07,2022_06_08,1,35,lick_05,9861
2022_06_08_abb07,2022_06_08,1,45,sol_onset_05,9861
2022_06_08_abb07,2022_06_08,1,14,sol_offset,9872
2022_06_08_abb07,2022_06_08,1,35,lick_05,9969
2022_06_08_abb07,2022_06_08,1,45,sol_onset_05,9969
2022_06_08_abb07,2022_06_08,1,14,sol_offset,9980
2022_06_08_abb07,2022_06_08,1,35,lick_05,10189
2022_06_08_abb07,2022_06_08,1,45,sol_onset_05,10189
2022_06_08_abb07,2022_06_08,1,14,sol_offset,10200
2022_06_08_abb07,2022_06_08,1,35,lick_05,10297
2022_06_08_abb07,2022_06_08,1,45,sol_onset_05,10297
2022_06_08_abb07,2022_06_08,1,14,sol_offset,10308
2022_06_08_abb07,2022_06_08,1,35,lick_05,10414
2022_06_08_abb07,2022_06_08,1,45,sol_onset_05,10414
2022_06_08_abb07,2022_06_08,1,14,sol_offset,10425
2022_06_08_abb07,2022_06_08,1,35,lick_05,10537
2022_06_08_abb07,2022_06_08,1,45,sol_onset_05,10537
2022_06_08_abb07,2022_06_08,1,14,sol_offset,10548
2022_06_08_abb07,2022_06_08,1,35,lick_05,10660
2022_06_08_abb07,2022_06_08,1,45,sol_onset_05,10660
2022_06_08_abb07,2022_06_08,1,14,sol_offset,10671
2022_06_08_abb07,2022_06_08,1,35,lick_05,10900
2022_06_08_abb07,2022_06_08,1,45,sol_onset_05,10900
2022_06_08_abb07,2022_06_08,1,14,sol_offset,10911
2022_06_08_abb07,2022_06_08,1,35,lick_05,11036
2022_06_08_abb07,2022_06_08,1,45,sol_onset_05,11036
2022_06_08_abb07,2022_06_08,1,14,sol_offset,11047
2022_06_08_abb07,2022_06_08,1,35,lick_05,11156
2022_06_08_abb07,2022_06_08,1,45,sol_onset_05,11156
2022_06_08_abb07,2022_06_08,1,14,sol_offset,11167
2022_06_08_abb07,2022_06_08,1,35,lick_05,11396
2022_06_08_abb07,2022_06_08,1,45,sol_onset_05,11396
2022_06_08_abb07,2022_06_08,1,14,sol_offset,11407
2022_06_08_abb07,2022_06_08,1,35,lick_05,11542
2022_06_08_abb07,2022_06_08,1,45,sol_onset_05,11542
2022_06_08_abb07,2022_06_08,1,14,sol_offset,11553
2022_06_08_abb07,2022_06_08,1,35,lick_05,11666
2022_06_08_abb07,2022_06_08,1,45,sol_onset_05,11666
2022_06_08_abb07,2022_06_08,1,14,sol_offset,11677
2022_06_08_abb07,2022_06_08,1,35,lick_05,11936
2022_06_08_abb07,2022_06_08,1,45,sol_onset_05,11936
2022_06_08_abb07,2022_06_08,1,14,sol_offset,11947
2022_06_08_abb07,2022_06_08,1,15,spout_retracted,12046
2022_06_08_abb07,2022_06_08,1,11,break_engaged,12047
2022_06_08_abb07,2022_06_08,1,15,spout_retracted,12247
2022_06_08_abb07,2022_06_08,1,130,radial_in_pos,12947
2022_06_08_abb07,2022_06_08,1,13,spout_extended,20482
2022_06_08_abb07,2022_06_08,1,35,lick_05,20612
2022_06_08_abb07,2022_06_08,1,45,sol_onset_05,20612
2022_06_08_abb07,2022_06_08,1,14,sol_offset,20623
2022_06_08_abb07,2022_06_08,1,35,lick_05,20743
2022_06_08_abb07,2022_06_08,1,45,sol_onset_05,20743
2022_06_08_abb07,2022_06_08,1,14,sol_offset,20754
2022_06_08_abb07,2022_06_08,1,35,lick_05,20850
2022_06_08_abb07,2022_06_08,1,45,sol_onset_05,20850
2022_06_08_abb07,2022_06_08,1,14,sol_offset,20861
2022_06_08_abb07,2022_06_08,1,35,lick_05,20971
2022_06_08_abb07,2022_06_08,1,45,sol_onset_05,20971
2022_06_08_abb07,2022_06_08,1,14,sol_offset,20982
2022_06_08_abb07,2022_06_08,1,35,lick_05,21091
2022_06_08_abb07,2022_06_08,1,45,sol_onset_05,21091
2022_06_08_abb07,2022_06_08,1,14,sol_offset,21102
2022_06_08_abb07,2022_06_08,1,35,lick_05,21207
2022_06_08_abb07,2022_06_08,1,45,sol_onset_05,21207
2022_06_08_abb07,2022_06_08,1,14,sol_offset,21218
2022_06_08_abb07,2022_06_08,1,35,lick_05,21325
2022_06_08_abb07,2022_06_08,1,45,sol_onset_05,21325
2022_06_08_abb07,2022_06_08,1,14,sol_offset,21336
2022_06_08_abb07,2022_06_08,1,35,lick_05,21435
2022_06_08_abb07,2022_06_08,1,45,sol_onset_05,21435
2022_06_08_abb07,2022_06_08,1,14,sol_offset,21446
2022_06_08_abb07,2022_06_08,1,35,lick_05,21566
2022_06_08_abb07,2022_06_08,1,45,sol_onset_05,21566
2022_06_08_abb07,2022_06_08,1,14,sol_offset,21577
2022_06_08_abb07,2022_06_08,1,35,lick_05,21675
2022_06_08_abb07,2022_06_08,1,45,sol_onset_05,21675
2022_06_08_abb07,2022_06_08,1,14,sol_offset,21686
2022_06_08_abb07,2022_06_08,1,35,lick_05,21814
2022_06_08_abb07,2022_06_08,1,45,sol_onset_05,21814
2022_06_08_abb07,2022_06_08,1,14,sol_offset,21825
2022_06_08_abb07,2022_06_08,1,35,lick_05,21937
2022_06_08_abb07,2022_06_08,1,45,sol_onset_05,21937
2022_06_08_abb07,2022_06_08,1,14,sol_offset,21948
