blockname,date,event_key,param_dynamic,param_ts,param_value
2022_06_16_abb11,2022_06_16,1,current_pos,0,4
2022_06_16_abb11,2022_06_16,1,current_pos,100,NA
2022_06_16_abb11,2022_06_16,1,current_pos,12947,3
2022_06_16_abb11,2022_06_16,1,current_pos,24383,2
2022_06_16_abb11,2022_06_16,1,current_pos,35922,0
2022_06_16_abb11,2022_06_16,1,current_pos,47399,2
2022_06_16_abb11,2022_06_16,1,current_pos,60492,3
2022_06_16_abb11,2022_06_16,1,current_pos,73348,0
2022_06_16_abb11,2022_06_16,1,current_pos,88047,4
2022_06_16_abb11,2022_06_16,1,current_pos,100112,1
2022_06_16_abb11,2022_06_16,1,current_pos,111752,1
2022_06_16_abb11,2022_06_16,1,current_pos,125485,4
2022_06_16_abb11,2022_06_16,1,current_pos,137483,0
2022_06_16_abb11,2022_06_16,1,current_pos,149683,4
2022_06_16_abb11,2022_06_16,1,current_pos,163136,3
2022_06_16_abb11,2022_06_16,1,current_pos,177701,2
2022_06_16_abb11,2022_06_16,1,current_pos,189165,3
2022_06_16_abb11,2022_06_16,1,current_pos,205160,2
2022_06_16_abb11,2022_06_16,1,current_pos,217128,1
2022_06_16_abb11,2022_06_16,1,current_pos,229302,1
2022_06_16_abb11,2022_06_16,1,current_pos,245300,0
2022_06_16_abb11,2022_06_16,1,current_pos,256757,4
2022_06_16_abb11,2022_06_16,1,current_pos,269455,4
2022_06_16_abb11,2022_06_16,1,current_pos,282164,3
2022_06_16_abb11,2022_06_16,1,current_pos,297947,2
2022_06_16_abb11,2022_06_16,1,current_pos,313854,3
2022_06_16_abb11,2022_06_16,1,current_pos,326358,2
2022_06_16_abb11,2022_06_16,1,current_pos,338050,1
2022_06_16_abb11,2022_06_16,1,current_pos,351236,0
2022_06_16_abb11,2022_06_16,1,current_pos,362417,1
2022_06_16_abb11,2022_06_16,1,current_pos,376918,0
2022_06_16_abb11,2022_06_16,1,current_pos,391307,4
2022_06_16_abb11,2022_06_16,1,current_pos,403937,0
2022_06_16_abb11,2022_06_16,1,current_pos,417090,0
2022_06_16_abb11,2022_06_16,1,current_pos,430052,3
2022_06_16_abb11,2022_06_16,1,current_pos,444257,2
2022_06_16_abb11,2022_06_16,1,current_pos,455567,1
2022_06_16_abb11,2022_06_16,1,current_pos,469048,4
2022_06_16_abb11,2022_06_16,1,current_pos,482988,1
2022_06_16_abb11,2022_06_16,1,current_pos,498940,2
2022_06_16_abb11,2022_06_16,1,current_pos,509948,3
2022_06_16_abb11,2022_06_16,1,current_pos,521857,3
2022_06_16_abb11,2022_06_16,1,current_pos,533273,2
2022_06_16_abb11,2022_06_16,1,current_pos,544324,2
2022_06_16_abb11,2022_06_16,1,current_pos,556122,1
2022_06_16_abb11,2022_06_16,1,current_pos,570712,4
2022_06_16_abb11,2022_06_16,1,current_pos,585586,0
