blockname,date,event_key,param_dynamic,param_ts,param_value
2022_05_19_abb08,2022_05_19,1,current_pos,0,4
2022_05_19_abb08,2022_05_19,1,current_pos,100,NA
2022_05_19_abb08,2022_05_19,1,current_pos,12947,4
2022_05_19_abb08,2022_05_19,1,current_pos,24383,3
2022_05_19_abb08,2022_05_19,1,current_pos,35922,3
2022_05_19_abb08,2022_05_19,1,current_pos,47399,1
2022_05_19_abb08,2022_05_19,1,current_pos,60492,1
2022_05_19_abb08,2022_05_19,1,current_pos,73348,0
2022_05_19_abb08,2022_05_19,1,current_pos,88047,2
2022_05_19_abb08,2022_05_19,1,current_pos,100112,0
2022_05_19_abb08,2022_05_19,1,current_pos,111753,2
2022_05_19_abb08,2022_05_19,1,current_pos,125487,0
2022_05_19_abb08,2022_05_19,1,current_pos,137484,2
2022_05_19_abb08,2022_05_19,1,current_pos,149684,2
2022_05_19_abb08,2022_05_19,1,current_pos,163137,1
2022_05_19_abb08,2022_05_19,1,current_pos,177702,3
2022_05_19_abb08,2022_05_19,1,current_pos,189166,4
2022_05_19_abb08,2022_05_19,1,current_pos,205161,3
2022_05_19_abb08,2022_05_19,1,current_pos,217129,1
2022_05_19_abb08,2022_05_19,1,current_pos,229303,4
2022_05_19_abb08,2022_05_19,1,current_pos,245301,0
2022_05_19_abb08,2022_05_19,1,current_pos,256758,0
2022_05_19_abb08,2022_05_19,1,current_pos,269456,4
2022_05_19_abb08,2022_05_19,1,current_pos,282165,3
2022_05_19_abb08,2022_05_19,1,current_pos,297948,1
2022_05_19_abb08,2022_05_19,1,current_pos,313856,4
2022_05_19_abb08,2022_05_19,1,current_pos,326359,2
2022_05_19_abb08,2022_05_19,1,current_pos,338052,1
2022_05_19_abb08,2022_05_19,1,current_pos,351237,3
2022_05_19_abb08,2022_05_19,1,current_pos,362419,0
2022_05_19_abb08,2022_05_19,1,current_pos,376919,2
2022_05_19_abb08,2022_05_19,1,current_pos,391309,4
2022_05_19_abb08,2022_05_19,1,current_pos,403939,1
2022_05_19_abb08,2022_05_19,1,current_pos,417092,0
2022_05_19_abb08,2022_05_19,1,current_pos,430055,1
2022_05_19_abb08,2022_05_19,1,current_pos,444259,3
2022_05_19_abb08,2022_05_19,1,current_pos,455570,0
2022_05_19_abb08,2022_05_19,1,current_pos,469050,2
2022_05_19_abb08,2022_05_19,1,current_pos,482991,4
2022_05_19_abb08,2022_05_19,1,current_pos,498942,2
2022_05_19_abb08,2022_05_19,1,current_pos,509950,3
2022_05_19_abb08,2022_05_19,1,current_pos,521860,4
2022_05_19_abb08,2022_05_19,1,current_pos,533275,3
2022_05_19_abb08,2022_05_19,1,current_pos,544326,1
2022_05_19_abb08,2022_05_19,1,current_pos,556123,2
2022_05_19_abb08,2022_05_19,1,current_pos,570715,0
2022_05_19_abb08,2022_05_19,1,current_pos,585589,4
2022_05_19_abb08,2022_05_19,1,current_pos,597608,2
2022_05_19_abb08,2022_05_19,1,current_pos,613510,0
2022_05_19_abb08,2022_05_19,1,current_pos,628647,1
2022_05_19_abb08,2022_05_19,1,current_pos,643691,3
2022_05_19_abb08,2022_05_19,1,current_pos,655703,4
2022_05_19_abb08,2022_05_19,1,current_pos,667687,3
2022_05_19_abb08,2022_05_19,1,current_pos,680313,4
2022_05_19_abb08,2022_05_19,1,current_pos,693652,1
2022_05_19_abb08,2022_05_19,1,current_pos,706299,0
2022_05_19_abb08,2022_05_19,1,current_pos,718947,1
2022_05_19_abb08,2022_05_19,1,current_pos,730514,2
2022_05_19_abb08,2022_05_19,1,current_pos,745936,3
2022_05_19_abb08,2022_05_19,1,current_pos,759866,2
2022_05_19_abb08,2022_05_19,1,current_pos,775851,0
2022_05_19_abb08,2022_05_19,1,current_pos,789834,0
2022_05_19_abb08,2022_05_19,1,current_pos,801633,2
2022_05_19_abb08,2022_05_19,1,current_pos,813650,3
2022_05_19_abb08,2022_05_19,1,current_pos,826537,1
2022_05_19_abb08,2022_05_19,1,current_pos,839691,2
2022_05_19_abb08,2022_05_19,1,current_pos,854563,4
2022_05_19_abb08,2022_05_19,1,current_pos,866160,3
2022_05_19_abb08,2022_05_19,1,current_pos,877750,0
2022_05_19_abb08,2022_05_19,1,current_pos,888997,1
2022_05_19_abb08,2022_05_19,1,current_pos,901613,4
2022_05_19_abb08,2022_05_19,1,current_pos,916764,4
2022_05_19_abb08,2022_05_19,1,current_pos,930995,4
2022_05_19_abb08,2022_05_19,1,current_pos,944681,1
2022_05_19_abb08,2022_05_19,1,current_pos,959266,1
2022_05_19_abb08,2022_05_19,1,current_pos,973062,0
2022_05_19_abb08,2022_05_19,1,current_pos,986527,3
2022_05_19_abb08,2022_05_19,1,current_pos,999924,2
2022_05_19_abb08,2022_05_19,1,current_pos,1011705,2
2022_05_19_abb08,2022_05_19,1,current_pos,1024278,0
2022_05_19_abb08,2022_05_19,1,current_pos,1037996,3
2022_05_19_abb08,2022_05_19,1,current_pos,1053266,4
2022_05_19_abb08,2022_05_19,1,current_pos,1066372,1
2022_05_19_abb08,2022_05_19,1,current_pos,1081323,1
2022_05_19_abb08,2022_05_19,1,current_pos,1094056,3
2022_05_19_abb08,2022_05_19,1,current_pos,1107538,0
2022_05_19_abb08,2022_05_19,1,current_pos,1123514,4
2022_05_19_abb08,2022_05_19,1,current_pos,1138708,2
2022_05_19_abb08,2022_05_19,1,current_pos,1153343,3
2022_05_19_abb08,2022_05_19,1,current_pos,1166278,2
2022_05_19_abb08,2022_05_19,1,current_pos,1180665,0
2022_05_19_abb08,2022_05_19,1,current_pos,1193553,3
2022_05_19_abb08,2022_05_19,1,current_pos,1207986,4
2022_05_19_abb08,2022_05_19,1,current_pos,1222440,1
2022_05_19_abb08,2022_05_19,1,current_pos,1233771,2
2022_05_19_abb08,2022_05_19,1,current_pos,1245160,4
2022_05_19_abb08,2022_05_19,1,current_pos,1261002,1
2022_05_19_abb08,2022_05_19,1,current_pos,1276115,3
2022_05_19_abb08,2022_05_19,1,current_pos,1290762,0
