blockname,date,event_key,param_dynamic,param_ts,param_value
2022_06_14_abb09,2022_06_14,1,current_pos,0,2
2022_06_14_abb09,2022_06_14,1,current_pos,100,NA
2022_06_14_abb09,2022_06_14,1,current_pos,12947,1
2022_06_14_abb09,2022_06_14,1,current_pos,24383,0
2022_06_14_abb09,2022_06_14,1,current_pos,35922,3
2022_06_14_abb09,2022_06_14,1,current_pos,47399,0
2022_06_14_abb09,2022_06_14,1,current_pos,60492,2
2022_06_14_abb09,2022_06_14,1,current_pos,73348,4
2022_06_14_abb09,2022_06_14,1,current_pos,88047,1
2022_06_14_abb09,2022_06_14,1,current_pos,100112,4
2022_06_14_abb09,2022_06_14,1,current_pos,111752,3
2022_06_14_abb09,2022_06_14,1,current_pos,125485,0
2022_06_14_abb09,2022_06_14,1,current_pos,137483,1
2022_06_14_abb09,2022_06_14,1,current_pos,149683,0
2022_06_14_abb09,2022_06_14,1,current_pos,163136,4
2022_06_14_abb09,2022_06_14,1,current_pos,177701,2
2022_06_14_abb09,2022_06_14,1,current_pos,189165,2
2022_06_14_abb09,2022_06_14,1,current_pos,205160,3
2022_06_14_abb09,2022_06_14,1,current_pos,217128,1
2022_06_14_abb09,2022_06_14,1,current_pos,229302,4
2022_06_14_abb09,2022_06_14,1,current_pos,245300,3
2022_06_14_abb09,2022_06_14,1,current_pos,256757,3
2022_06_14_abb09,2022_06_14,1,current_pos,269455,3
2022_06_14_abb09,2022_06_14,1,current_pos,282164,2
2022_06_14_abb09,2022_06_14,1,current_pos,297947,1
2022_06_14_abb09,2022_06_14,1,current_pos,313854,2
2022_06_14_abb09,2022_06_14,1,current_pos,326358,0
2022_06_14_abb09,2022_06_14,1,current_pos,338050,4
2022_06_14_abb09,2022_06_14,1,current_pos,351236,1
2022_06_14_abb09,2022_06_14,1,current_pos,362417,4
2022_06_14_abb09,2022_06_14,1,current_pos,376918,0
2022_06_14_abb09,2022_06_14,1,current_pos,391307,3
2022_06_14_abb09,2022_06_14,1,current_pos,403937,1
2022_06_14_abb09,2022_06_14,1,current_pos,417090,0
2022_06_14_abb09,2022_06_14,1,current_pos,430052,2
2022_06_14_abb09,2022_06_14,1,current_pos,444257,4
2022_06_14_abb09,2022_06_14,1,current_pos,455567,3
2022_06_14_abb09,2022_06_14,1,current_pos,469048,2
2022_06_14_abb09,2022_06_14,1,current_pos,482988,1
2022_06_14_abb09,2022_06_14,1,current_pos,498940,4
2022_06_14_abb09,2022_06_14,1,current_pos,509948,0
2022_06_14_abb09,2022_06_14,1,current_pos,521857,2
2022_06_14_abb09,2022_06_14,1,current_pos,533273,1
2022_06_14_abb09,2022_06_14,1,current_pos,544324,4
2022_06_14_abb09,2022_06_14,1,current_pos,556122,1
2022_06_14_abb09,2022_06_14,1,current_pos,570712,3
2022_06_14_abb09,2022_06_14,1,current_pos,585586,0
2022_06_14_abb09,2022_06_14,1,current_pos,597604,3
2022_06_14_abb09,2022_06_14,1,current_pos,613506,4
2022_06_14_abb09,2022_06_14,1,current_pos,628643,0
2022_06_14_abb09,2022_06_14,1,current_pos,643688,2
2022_06_14_abb09,2022_06_14,1,current_pos,655700,0
2022_06_14_abb09,2022_06_14,1,current_pos,667684,1
2022_06_14_abb09,2022_06_14,1,current_pos,680310,3
2022_06_14_abb09,2022_06_14,1,current_pos,693650,1
2022_06_14_abb09,2022_06_14,1,current_pos,706296,4
2022_06_14_abb09,2022_06_14,1,current_pos,718944,2
2022_06_14_abb09,2022_06_14,1,current_pos,730510,4
2022_06_14_abb09,2022_06_14,1,current_pos,745933,2
2022_06_14_abb09,2022_06_14,1,current_pos,759863,3
2022_06_14_abb09,2022_06_14,1,current_pos,775848,0
2022_06_14_abb09,2022_06_14,1,current_pos,789831,1
2022_06_14_abb09,2022_06_14,1,current_pos,801630,4
2022_06_14_abb09,2022_06_14,1,current_pos,813647,1
2022_06_14_abb09,2022_06_14,1,current_pos,826534,3
2022_06_14_abb09,2022_06_14,1,current_pos,839688,2
2022_06_14_abb09,2022_06_14,1,current_pos,854560,0
2022_06_14_abb09,2022_06_14,1,current_pos,866157,3
2022_06_14_abb09,2022_06_14,1,current_pos,877747,4
2022_06_14_abb09,2022_06_14,1,current_pos,888994,2
2022_06_14_abb09,2022_06_14,1,current_pos,901610,0
2022_06_14_abb09,2022_06_14,1,current_pos,916761,1
2022_06_14_abb09,2022_06_14,1,current_pos,930992,3
2022_06_14_abb09,2022_06_14,1,current_pos,944678,0
2022_06_14_abb09,2022_06_14,1,current_pos,959263,1
2022_06_14_abb09,2022_06_14,1,current_pos,973060,2
2022_06_14_abb09,2022_06_14,1,current_pos,986524,2
2022_06_14_abb09,2022_06_14,1,current_pos,999920,0
2022_06_14_abb09,2022_06_14,1,current_pos,1011702,3
2022_06_14_abb09,2022_06_14,1,current_pos,1024275,4
2022_06_14_abb09,2022_06_14,1,current_pos,1037993,4
2022_06_14_abb09,2022_06_14,1,current_pos,1053263,3
2022_06_14_abb09,2022_06_14,1,current_pos,1066368,0
2022_06_14_abb09,2022_06_14,1,current_pos,1081320,2
2022_06_14_abb09,2022_06_14,1,current_pos,1094053,3
2022_06_14_abb09,2022_06_14,1,current_pos,1107535,2
2022_06_14_abb09,2022_06_14,1,current_pos,1123511,4
2022_06_14_abb09,2022_06_14,1,current_pos,1138706,1
2022_06_14_abb09,2022_06_14,1,current_pos,1153341,4
2022_06_14_abb09,2022_06_14,1,current_pos,1166276,0
2022_06_14_abb09,2022_06_14,1,current_pos,1180663,1
2022_06_14_abb09,2022_06_14,1,current_pos,1193551,4
2022_06_14_abb09,2022_06_14,1,current_pos,1207984,2
2022_06_14_abb09,2022_06_14,1,current_pos,1222438,0
2022_06_14_abb09,2022_06_14,1,current_pos,1233769,1
2022_06_14_abb09,2022_06_14,1,current_pos,1245159,2
2022_06_14_abb09,2022_06_14,1,current_pos,1260999,1
2022_06_14_abb09,2022_06_14,1,current_pos,1276113,3
2022_06_14_abb09,2022_06_14,1,current_pos,1290760,0
2022_06_14_abb09,2022_06_14,1,current_pos,1303553,3
2022_06_14_abb09,2022_06_14,1,current_pos,1318384,4
2022_06_14_abb09,2022_06_14,1,current_tone,NA,13000
