blockname,date,event_key,param_dynamic,param_ts,param_value
2022_06_09_abb09,2022_06_09,1,current_pos,0,0
2022_06_09_abb09,2022_06_09,1,current_pos,100,NA
2022_06_09_abb09,2022_06_09,1,current_pos,14753,4
2022_06_09_abb09,2022_06_09,1,current_pos,26438,2
2022_06_09_abb09,2022_06_09,1,current_pos,39403,2
2022_06_09_abb09,2022_06_09,1,current_pos,54538,1
2022_06_09_abb09,2022_06_09,1,current_pos,67914,0
2022_06_09_abb09,2022_06_09,1,current_pos,82041,1
2022_06_09_abb09,2022_06_09,1,current_pos,94285,4
2022_06_09_abb09,2022_06_09,1,current_pos,107228,3
2022_06_09_abb09,2022_06_09,1,current_pos,123144,3
2022_06_09_abb09,2022_06_09,1,current_pos,135940,2
2022_06_09_abb09,2022_06_09,1,current_pos,148730,3
2022_06_09_abb09,2022_06_09,1,current_pos,160448,2
2022_06_09_abb09,2022_06_09,1,current_pos,174746,4
2022_06_09_abb09,2022_06_09,1,current_pos,187354,1
2022_06_09_abb09,2022_06_09,1,current_pos,201804,1
2022_06_09_abb09,2022_06_09,1,current_pos,215302,0
2022_06_09_abb09,2022_06_09,1,current_pos,230950,3
2022_06_09_abb09,2022_06_09,1,current_pos,244853,0
2022_06_09_abb09,2022_06_09,1,current_pos,256044,4
2022_06_09_abb09,2022_06_09,1,current_pos,270113,2
2022_06_09_abb09,2022_06_09,1,current_pos,283467,4
2022_06_09_abb09,2022_06_09,1,current_pos,295699,1
2022_06_09_abb09,2022_06_09,1,current_pos,309191,4
2022_06_09_abb09,2022_06_09,1,current_pos,323608,0
2022_06_09_abb09,2022_06_09,1,current_pos,335672,1
2022_06_09_abb09,2022_06_09,1,current_pos,348297,2
2022_06_09_abb09,2022_06_09,1,current_pos,359581,3
2022_06_09_abb09,2022_06_09,1,current_pos,372395,0
2022_06_09_abb09,2022_06_09,1,current_pos,385063,3
2022_06_09_abb09,2022_06_09,1,current_pos,399788,0
2022_06_09_abb09,2022_06_09,1,current_pos,412868,0
2022_06_09_abb09,2022_06_09,1,current_pos,425200,3
2022_06_09_abb09,2022_06_09,1,current_pos,436674,4
2022_06_09_abb09,2022_06_09,1,current_pos,450146,2
2022_06_09_abb09,2022_06_09,1,current_pos,465266,3
2022_06_09_abb09,2022_06_09,1,current_pos,477733,1
2022_06_09_abb09,2022_06_09,1,current_pos,492652,1
2022_06_09_abb09,2022_06_09,1,current_pos,507753,2
2022_06_09_abb09,2022_06_09,1,current_pos,521693,4
2022_06_09_abb09,2022_06_09,1,current_pos,533776,3
2022_06_09_abb09,2022_06_09,1,current_pos,547159,0
2022_06_09_abb09,2022_06_09,1,current_pos,560235,0
2022_06_09_abb09,2022_06_09,1,current_pos,574778,2
2022_06_09_abb09,2022_06_09,1,current_pos,590058,1
2022_06_09_abb09,2022_06_09,1,current_pos,601771,4
2022_06_09_abb09,2022_06_09,1,current_pos,615533,4
2022_06_09_abb09,2022_06_09,1,current_pos,628016,2
2022_06_09_abb09,2022_06_09,1,current_pos,643597,3
2022_06_09_abb09,2022_06_09,1,current_pos,658835,1
2022_06_09_abb09,2022_06_09,1,current_pos,673557,0
2022_06_09_abb09,2022_06_09,1,current_pos,686896,4
2022_06_09_abb09,2022_06_09,1,current_pos,702028,4
2022_06_09_abb09,2022_06_09,1,current_pos,717075,0
2022_06_09_abb09,2022_06_09,1,current_pos,732666,3
2022_06_09_abb09,2022_06_09,1,current_pos,745982,2
2022_06_09_abb09,2022_06_09,1,current_pos,759038,3
2022_06_09_abb09,2022_06_09,1,current_pos,773938,2
2022_06_09_abb09,2022_06_09,1,current_pos,786417,1
