blockname,date,event_key,event_id,event_id_char,event_ts
2022_04_13_abb05,2022_04_13,1,11,break_engaged,0
2022_04_13_abb05,2022_04_13,1,13,spout_extended,0
2022_04_13_abb05,2022_04_13,1,1,start_session,101
2022_04_13_abb05,2022_04_13,1,31,lick,6062
2022_04_13_abb05,2022_04_13,1,18,sol_onset,6062
2022_04_13_abb05,2022_04_13,1,14,sol_offset,6080
2022_04_13_abb05,2022_04_13,1,31,lick,6178
2022_04_13_abb05,2022_04_13,1,18,sol_onset,6178
2022_04_13_abb05,2022_04_13,1,14,sol_offset,6196
2022_04_13_abb05,2022_04_13,1,31,lick,6306
2022_04_13_abb05,2022_04_13,1,18,sol_onset,6306
2022_04_13_abb05,2022_04_13,1,14,sol_offset,6324
2022_04_13_abb05,2022_04_13,1,31,lick,6345
2022_04_13_abb05,2022_04_13,1,18,sol_onset,6345
2022_04_13_abb05,2022_04_13,1,14,sol_offset,6363
2022_04_13_abb05,2022_04_13,1,31,lick,6523
2022_04_13_abb05,2022_04_13,1,18,sol_onset,6523
2022_04_13_abb05,2022_04_13,1,14,sol_offset,6541
2022_04_13_abb05,2022_04_13,1,31,lick,6639
2022_04_13_abb05,2022_04_13,1,18,sol_onset,6639
2022_04_13_abb05,2022_04_13,1,14,sol_offset,6657
2022_04_13_abb05,2022_04_13,1,31,lick,6763
2022_04_13_abb05,2022_04_13,1,18,sol_onset,6763
2022_04_13_abb05,2022_04_13,1,14,sol_offset,6781
2022_04_13_abb05,2022_04_13,1,31,lick,6883
2022_04_13_abb05,2022_04_13,1,18,sol_onset,6883
2022_04_13_abb05,2022_04_13,1,14,sol_offset,6901
2022_04_13_abb05,2022_04_13,1,31,lick,7002
2022_04_13_abb05,2022_04_13,1,18,sol_onset,7002
2022_04_13_abb05,2022_04_13,1,14,sol_offset,7020
2022_04_13_abb05,2022_04_13,1,31,lick,7122
2022_04_13_abb05,2022_04_13,1,18,sol_onset,7122
2022_04_13_abb05,2022_04_13,1,14,sol_offset,7140
2022_04_13_abb05,2022_04_13,1,31,lick,7246
2022_04_13_abb05,2022_04_13,1,18,sol_onset,7246
2022_04_13_abb05,2022_04_13,1,14,sol_offset,7264
2022_04_13_abb05,2022_04_13,1,31,lick,7367
2022_04_13_abb05,2022_04_13,1,18,sol_onset,7367
2022_04_13_abb05,2022_04_13,1,14,sol_offset,7385
2022_04_13_abb05,2022_04_13,1,31,lick,7498
2022_04_13_abb05,2022_04_13,1,18,sol_onset,7498
2022_04_13_abb05,2022_04_13,1,14,sol_offset,7516
