blockname,date,event_key,param_dynamic,param_ts,param_value
2022_05_06_abb03,2022_05_06,1,current_pos,0,4
2022_05_06_abb03,2022_05_06,1,current_pos,100,NA
2022_05_06_abb03,2022_05_06,1,current_pos,12947,1
2022_05_06_abb03,2022_05_06,1,current_pos,24383,0
2022_05_06_abb03,2022_05_06,1,current_pos,35922,4
2022_05_06_abb03,2022_05_06,1,current_pos,47399,2
2022_05_06_abb03,2022_05_06,1,current_pos,60492,3
2022_05_06_abb03,2022_05_06,1,current_pos,73348,1
2022_05_06_abb03,2022_05_06,1,current_pos,88047,0
2022_05_06_abb03,2022_05_06,1,current_pos,100112,2
2022_05_06_abb03,2022_05_06,1,current_pos,111752,3
2022_05_06_abb03,2022_05_06,1,current_pos,125485,1
2022_05_06_abb03,2022_05_06,1,current_pos,137483,3
2022_05_06_abb03,2022_05_06,1,current_pos,149683,1
2022_05_06_abb03,2022_05_06,1,current_pos,163136,4
2022_05_06_abb03,2022_05_06,1,current_pos,177701,2
2022_05_06_abb03,2022_05_06,1,current_pos,189165,0
2022_05_06_abb03,2022_05_06,1,current_pos,205160,4
2022_05_06_abb03,2022_05_06,1,current_pos,217128,3
2022_05_06_abb03,2022_05_06,1,current_pos,229302,0
2022_05_06_abb03,2022_05_06,1,current_pos,245300,2
2022_05_06_abb03,2022_05_06,1,current_pos,256757,0
2022_05_06_abb03,2022_05_06,1,current_pos,269455,3
2022_05_06_abb03,2022_05_06,1,current_pos,282164,4
2022_05_06_abb03,2022_05_06,1,current_pos,297947,0
2022_05_06_abb03,2022_05_06,1,current_pos,313854,4
2022_05_06_abb03,2022_05_06,1,current_pos,326358,1
2022_05_06_abb03,2022_05_06,1,current_pos,338050,3
2022_05_06_abb03,2022_05_06,1,current_pos,351236,2
2022_05_06_abb03,2022_05_06,1,current_pos,362417,1
2022_05_06_abb03,2022_05_06,1,current_pos,376918,2
2022_05_06_abb03,2022_05_06,1,current_pos,391307,4
2022_05_06_abb03,2022_05_06,1,current_pos,403937,3
2022_05_06_abb03,2022_05_06,1,current_pos,417090,0
2022_05_06_abb03,2022_05_06,1,current_pos,430052,1
2022_05_06_abb03,2022_05_06,1,current_pos,444257,0
2022_05_06_abb03,2022_05_06,1,current_pos,455567,2
2022_05_06_abb03,2022_05_06,1,current_pos,469048,2
2022_05_06_abb03,2022_05_06,1,current_pos,482988,4
2022_05_06_abb03,2022_05_06,1,current_pos,498940,3
2022_05_06_abb03,2022_05_06,1,current_pos,509948,1
2022_05_06_abb03,2022_05_06,1,current_pos,521857,3
2022_05_06_abb03,2022_05_06,1,current_pos,533273,1
2022_05_06_abb03,2022_05_06,1,current_pos,544324,0
2022_05_06_abb03,2022_05_06,1,current_pos,556122,4
2022_05_06_abb03,2022_05_06,1,current_pos,570712,4
2022_05_06_abb03,2022_05_06,1,current_pos,585586,0
2022_05_06_abb03,2022_05_06,1,current_pos,597604,3
2022_05_06_abb03,2022_05_06,1,current_pos,613506,2
2022_05_06_abb03,2022_05_06,1,current_pos,628643,1
2022_05_06_abb03,2022_05_06,1,current_pos,643688,2
2022_05_06_abb03,2022_05_06,1,current_pos,655700,4
2022_05_06_abb03,2022_05_06,1,current_pos,667684,1
2022_05_06_abb03,2022_05_06,1,current_pos,680310,2
2022_05_06_abb03,2022_05_06,1,current_pos,693650,0
2022_05_06_abb03,2022_05_06,1,current_pos,706296,0
2022_05_06_abb03,2022_05_06,1,current_pos,718944,3
2022_05_06_abb03,2022_05_06,1,current_pos,730510,1
2022_05_06_abb03,2022_05_06,1,current_pos,745933,4
2022_05_06_abb03,2022_05_06,1,current_pos,759863,3
2022_05_06_abb03,2022_05_06,1,current_pos,775848,2
2022_05_06_abb03,2022_05_06,1,current_pos,789831,1
2022_05_06_abb03,2022_05_06,1,current_pos,801630,4
2022_05_06_abb03,2022_05_06,1,current_pos,813647,3
2022_05_06_abb03,2022_05_06,1,current_pos,826534,0
2022_05_06_abb03,2022_05_06,1,current_pos,839688,4
2022_05_06_abb03,2022_05_06,1,current_pos,854560,3
2022_05_06_abb03,2022_05_06,1,current_pos,866157,0
2022_05_06_abb03,2022_05_06,1,current_pos,877747,2
2022_05_06_abb03,2022_05_06,1,current_pos,888994,1
2022_05_06_abb03,2022_05_06,1,current_pos,901610,2
2022_05_06_abb03,2022_05_06,1,current_pos,916761,4
2022_05_06_abb03,2022_05_06,1,current_pos,930992,2
2022_05_06_abb03,2022_05_06,1,current_pos,944678,3
2022_05_06_abb03,2022_05_06,1,current_pos,959263,0
2022_05_06_abb03,2022_05_06,1,current_pos,973060,0
2022_05_06_abb03,2022_05_06,1,current_pos,986524,4
2022_05_06_abb03,2022_05_06,1,current_pos,999920,1
2022_05_06_abb03,2022_05_06,1,current_pos,1011702,3
2022_05_06_abb03,2022_05_06,1,current_pos,1024275,1
2022_05_06_abb03,2022_05_06,1,current_pos,1037993,2
2022_05_06_abb03,2022_05_06,1,current_pos,1053263,0
2022_05_06_abb03,2022_05_06,1,current_pos,1066368,3
2022_05_06_abb03,2022_05_06,1,current_pos,1081320,3
2022_05_06_abb03,2022_05_06,1,current_pos,1094053,4
2022_05_06_abb03,2022_05_06,1,current_pos,1107535,1
2022_05_06_abb03,2022_05_06,1,current_pos,1123511,2
2022_05_06_abb03,2022_05_06,1,current_pos,1138706,1
2022_05_06_abb03,2022_05_06,1,current_pos,1153341,2
2022_05_06_abb03,2022_05_06,1,current_pos,1166276,0
2022_05_06_abb03,2022_05_06,1,current_pos,1180663,4
2022_05_06_abb03,2022_05_06,1,current_pos,1193551,3
2022_05_06_abb03,2022_05_06,1,current_pos,1207984,3
2022_05_06_abb03,2022_05_06,1,current_pos,1222438,0
2022_05_06_abb03,2022_05_06,1,current_pos,1233769,0
2022_05_06_abb03,2022_05_06,1,current_pos,1245159,4
2022_05_06_abb03,2022_05_06,1,current_pos,1260999,2
2022_05_06_abb03,2022_05_06,1,current_pos,1276113,4
2022_05_06_abb03,2022_05_06,1,current_pos,1290760,1
2022_05_06_abb03,2022_05_06,1,current_pos,1303553,2
2022_05_06_abb03,2022_05_06,1,current_pos,1318384,1
2022_05_06_abb03,2022_05_06,1,current_tone,NA,13000
